,Momenta,Eta,Phi
4484,"[234.851, 157.442]","[0.497, -0.176]","[1.246, -2.119]"
4485,"[167.096, 138.897]","[0.393, -1.037]","[0.522, -2.636]"
4486,"[262.57, 184.227]","[0.563, 0.361]","[0.988, -2.789]"
4487,"[310.719, 130.598]","[0.564, 1.37]","[-1.592, 0.608]"
4488,"[182.69, 112.894]","[-0.687, 1.08]","[0.191, -2.605]"
4489,"[206.428, 181.398]","[1.583, 1.107]","[-0.272, 2.754]"
4490,"[111.856, 85.477]","[1.758, -0.893]","[1.432, -1.66]"
4491,"[210.289, 166.769]","[1.057, 1.993]","[2.328, -0.831]"
4492,"[156.454, 138.952]","[-1.62, -0.019]","[1.455, -1.851]"
4493,"[240.423, 225.773]","[-1.079, -1.036]","[-2.375, 0.931]"
4494,"[221.075, 157.928]","[-1.577, -0.467]","[-0.624, 2.191]"
4495,"[240.609, 160.183]","[0.294, 0.888]","[2.772, -0.698]"
4496,"[196.335, 186.853]","[-0.63, 0.034]","[-2.829, 0.488]"
4497,"[197.69, 166.558]","[0.895, 0.12]","[2.819, -0.308]"
4498,"[192.605, 191.012]","[-0.224, -0.832]","[-0.869, 2.245]"
4499,"[130.926, 108.775]","[0.49, -1.684]","[-0.308, 2.476]"
4500,"[240.262, 185.213]","[-0.945, -1.468]","[-1.361, 2.668]"
4501,"[204.889, 190.194]","[-0.65, -0.152]","[2.474, -0.64]"
4502,"[354.576, 308.613]","[0.005, 0.67]","[2.344, -0.693]"
4503,"[240.863, 160.99]","[0.662, 0.143]","[-2.787, 0.677]"
4504,"[215.206, 141.244]","[-0.368, 0.949]","[-2.904, -0.608]"
4505,"[202.646, 200.987]","[1.149, 0.933]","[-2.262, 0.85]"
4506,"[198.067, 117.566]","[0.855, -0.937]","[0.079, 2.078]"
4507,"[197.514, 190.475]","[0.361, -0.649]","[-0.052, -2.679]"
4508,"[211.104, 193.473]","[-0.571, -0.962]","[3.136, 0.064]"
4509,"[238.068, 149.283]","[-0.921, -1.551]","[1.26, -1.958]"
4510,"[301.322, 289.427]","[-0.147, -1.056]","[-2.69, 0.526]"
4511,"[152.364, 150.161]","[1.489, 2.461]","[0.309, -2.823]"
4512,"[194.497, 185.036]","[0.138, -0.421]","[-1.619, 1.472]"
4513,"[307.145, 145.581]","[-1.136, -0.994]","[2.714, 0.315]"
4514,"[190.812, 177.256]","[-1.89, -1.046]","[-1.302, 1.67]"
4515,"[215.048, 202.936]","[1.211, 1.684]","[-1.533, 1.635]"
4516,"[257.477, 82.879]","[-0.944, 0.738]","[2.92, -0.86]"
4517,"[255.812, 174.415]","[-1.224, -1.287]","[-2.053, 0.799]"
4518,"[176.677, 166.278]","[-1.635, -1.524]","[0.815, -2.494]"
4519,"[330.139, 92.083]","[0.218, 1.871]","[-0.746, -2.412]"
4520,"[228.445, 171.406]","[1.282, 1.161]","[-0.074, 2.52]"
4521,"[258.648, 122.24]","[-1.261, -0.338]","[-0.187, 2.652]"
4522,"[169.148, 160.594]","[-0.678, 0.654]","[1.71, -1.415]"
4523,"[201.298, 193.824]","[0.77, 0.916]","[-0.913, 2.239]"
4524,"[215.092, 182.458]","[1.124, 0.903]","[0.344, -2.673]"
4525,"[297.24, 235.983]","[1.273, 1.334]","[-2.096, 2.197]"
4526,"[191.869, 152.366]","[1.622, -0.075]","[2.108, 0.667]"
4527,"[155.662, 137.826]","[0.835, -0.753]","[-2.987, 0.079]"
4528,"[315.661, 190.922]","[-0.158, 0.398]","[-0.095, -2.123]"
4529,"[259.832, 174.204]","[-0.391, 0.722]","[-1.237, 0.432]"
4530,"[200.469, 175.422]","[-1.124, -1.911]","[-2.257, 0.415]"
4531,"[182.942, 166.733]","[-0.54, 0.636]","[2.893, -0.411]"
4532,"[204.739, 200.113]","[1.209, 1.421]","[-1.686, 0.921]"
4533,"[128.687, 116.314]","[-1.279, -0.006]","[-0.34, 2.839]"
4534,"[190.748, 174.034]","[-0.963, -0.039]","[1.431, -1.803]"
4535,"[250.627, 159.728]","[0.257, 0.425]","[-2.273, 0.901]"
4536,"[187.803, 187.152]","[1.291, 0.354]","[-2.269, 1.035]"
4537,"[169.475, 136.635]","[-0.534, -2.052]","[-1.243, 1.785]"
4538,"[267.619, 144.443]","[-1.142, -0.718]","[-2.842, 0.093]"
4539,"[213.212, 142.709]","[-0.468, -0.015]","[0.722, -2.365]"
4540,"[236.814, 143.272]","[0.086, 0.755]","[-3.037, 0.116]"
4541,"[203.481, 188.18]","[0.782, 0.951]","[-0.735, 2.636]"
4542,"[237.547, 184.135]","[-0.663, -0.369]","[3.14, -0.904]"
4543,"[209.864, 181.729]","[0.739, 1.267]","[1.601, -1.521]"
4544,"[221.729, 190.819]","[0.507, -0.999]","[2.473, -0.549]"
4545,"[412.176, 108.845]","[-0.566, -1.56]","[2.454, -2.064]"
4546,"[253.082, 163.422]","[-0.393, 0.048]","[0.018, -2.672]"
4547,"[216.396, 172.428]","[0.499, 1.375]","[2.299, -0.952]"
4548,"[234.944, 164.825]","[-0.5, -0.62]","[2.041, -1.227]"
4549,"[243.069, 167.921]","[0.834, 1.308]","[-0.233, 2.87]"
4550,"[198.339, 163.346]","[1.761, 0.711]","[0.973, -2.395]"
4551,"[234.132, 216.159]","[-0.121, -0.383]","[-0.515, -2.532]"
4552,"[235.499, 197.759]","[-0.445, -0.627]","[2.059, -1.968]"
4553,"[243.176, 138.465]","[-0.556, -1.199]","[-1.46, 1.898]"
4554,"[354.958, 109.933]","[-1.225, -0.369]","[-0.764, 1.387]"
4555,"[177.653, 155.568]","[-0.509, 0.311]","[-0.684, 2.143]"
4556,"[206.568, 195.957]","[0.581, 0.213]","[-0.74, 1.939]"
4557,"[253.694, 110.193]","[0.283, -1.046]","[1.771, -1.9]"
4558,"[157.281, 150.084]","[-2.133, -0.543]","[2.275, -1.159]"
4559,"[201.445, 178.168]","[-0.486, 0.04]","[-2.495, 0.454]"
4560,"[166.259, 128.525]","[-1.938, -0.963]","[2.658, -0.296]"
4561,"[211.324, 176.821]","[-0.749, -0.341]","[2.803, -0.346]"
4562,"[232.206, 192.622]","[-0.652, -1.066]","[-1.536, 2.463]"
4563,"[218.651, 184.185]","[0.135, -0.012]","[-0.903, 2.417]"
4564,"[221.101, 179.697]","[-1.899, -1.792]","[1.149, -1.854]"
4565,"[200.87, 199.318]","[-0.621, -0.494]","[-2.721, 0.409]"
4566,"[189.486, 132.308]","[-1.939, -0.658]","[2.439, -0.546]"
4567,"[231.169, 223.376]","[-0.315, -0.117]","[-1.201, 2.039]"
4568,"[199.314, 193.975]","[0.969, 0.503]","[2.316, -0.826]"
4569,"[154.123, 145.95]","[1.081, -0.516]","[-1.271, 1.989]"
4570,"[204.652, 200.703]","[0.118, -0.658]","[1.753, -0.505]"
4571,"[179.475, 155.484]","[2.07, 0.67]","[-1.661, 1.345]"
4572,"[160.948, 159.266]","[-0.998, 0.486]","[-0.949, 2.181]"
4573,"[206.101, 179.184]","[-0.246, 0.377]","[-3.117, -0.175]"
4574,"[209.08, 198.227]","[0.749, 1.065]","[-2.722, 0.398]"
4575,"[99.65, 91.444]","[-2.1, 0.491]","[1.906, -0.999]"
4576,"[127.232, 46.588]","[-0.661, 2.394]","[1.269, 2.965]"
4577,"[163.155, 97.536]","[0.016, -2.114]","[0.238, -2.229]"
4578,"[200.884, 200.167]","[0.004, 0.006]","[0.965, -1.752]"
4579,"[199.724, 182.185]","[1.73, 1.1]","[-1.811, 1.35]"
4580,"[143.072, 92.665]","[-1.677, 0.688]","[1.187, -2.401]"
4581,"[193.171, 193.028]","[0.374, 0.87]","[-1.092, 2.046]"
4582,"[297.966, 236.523]","[0.495, 0.89]","[1.014, -2.165]"
4583,"[268.746, 161.63]","[-0.008, 1.047]","[-3.093, -1.367]"
4584,"[224.695, 173.381]","[1.676, 1.073]","[-1.089, 1.864]"
4585,"[107.001, 106.146]","[-0.651, 1.817]","[0.813, -2.297]"
4586,"[139.787, 137.574]","[-1.394, 0.396]","[-1.297, 1.718]"
4587,"[163.791, 162.068]","[1.158, -0.214]","[-0.246, 2.463]"
4588,"[212.591, 185.264]","[-1.264, -1.064]","[-1.294, 1.745]"
4589,"[139.22, 118.425]","[0.316, 2.327]","[-2.602, 0.768]"
4590,"[255.909, 178.701]","[-0.455, -0.182]","[-0.448, -2.955]"
4591,"[205.916, 191.897]","[0.624, -0.01]","[1.55, -1.663]"
4592,"[211.497, 189.957]","[-0.75, -1.019]","[0.481, -2.629]"
4593,"[266.94, 149.081]","[0.701, 0.501]","[1.071, -1.643]"
4594,"[123.922, 116.761]","[0.076, -1.723]","[-0.147, 2.927]"
4595,"[248.27, 163.956]","[1.673, 1.574]","[1.658, -1.652]"
4596,"[170.394, 141.384]","[-1.548, -0.067]","[-1.36, 1.082]"
4597,"[159.931, 91.225]","[-0.497, 1.619]","[-1.954, 1.235]"
4598,"[274.502, 164.053]","[-0.489, -0.976]","[-1.338, 2.573]"
4599,"[205.561, 186.212]","[1.874, 1.926]","[-1.451, 1.725]"
4600,"[254.965, 163.833]","[0.152, 0.262]","[0.503, -2.73]"
4601,"[206.195, 186.208]","[-0.424, -0.074]","[-2.074, 1.116]"
4602,"[126.353, 84.311]","[0.502, -2.087]","[2.17, -0.822]"
4603,"[277.63, 78.86]","[-0.134, 1.536]","[-2.777, 0.105]"
4604,"[217.927, 183.295]","[-1.14, -1.865]","[-2.966, -0.085]"
4605,"[194.9, 134.235]","[1.119, 0.506]","[0.817, -2.617]"
4606,"[204.547, 203.477]","[-0.916, -0.854]","[0.761, -2.309]"
4607,"[129.804, 111.733]","[-0.235, 1.939]","[-2.695, 0.578]"
4608,"[206.505, 175.459]","[-0.185, -0.114]","[2.874, -0.632]"
4609,"[218.921, 193.281]","[-0.557, -0.921]","[-0.834, 2.156]"
4610,"[298.381, 133.926]","[1.279, 1.104]","[1.885, -1.206]"
4611,"[120.601, 101.622]","[-2.02, 0.451]","[1.164, -2.003]"
4612,"[842.289, 418.791]","[-0.97, -0.371]","[1.456, -1.828]"
4613,"[219.335, 123.761]","[-0.963, 0.154]","[-2.253, 0.271]"
4614,"[158.236, 153.78]","[-0.855, 0.763]","[1.596, -2.831]"
4615,"[185.466, 168.741]","[-1.155, -0.346]","[1.048, -2.272]"
4616,"[184.15, 181.421]","[1.797, 1.687]","[3.062, 0.04]"
4617,"[223.309, 136.348]","[0.323, -0.784]","[-1.915, 1.517]"
4618,"[189.441, 159.557]","[-1.889, -0.696]","[0.9, -2.228]"
4619,"[207.635, 174.055]","[0.866, 1.703]","[-1.146, 1.986]"
4620,"[209.857, 117.405]","[0.329, -1.325]","[-1.062, 1.083]"
4621,"[270.986, 177.377]","[0.647, 0.565]","[3.009, -0.924]"
4622,"[213.064, 170.684]","[-2.048, -1.166]","[-2.337, 1.543]"
4623,"[221.442, 185.855]","[-0.166, -1.085]","[-1.436, 1.779]"
4624,"[205.785, 202.473]","[0.96, 1.3]","[0.435, -2.707]"
4625,"[205.017, 154.17]","[1.377, 0.748]","[-0.267, -2.958]"
4626,"[229.789, 179.365]","[0.18, -0.407]","[2.762, -1.042]"
4627,"[195.651, 187.139]","[-0.051, -0.541]","[1.645, -2.055]"
4628,"[193.948, 184.905]","[-0.081, -0.459]","[-0.295, 2.695]"
4629,"[141.046, 105.891]","[0.256, -1.895]","[-1.265, 1.566]"
4630,"[236.371, 161.726]","[-1.738, -1.189]","[1.51, -1.467]"
4631,"[241.041, 153.207]","[-1.239, -2.129]","[2.839, 0.265]"
4632,"[322.705, 133.707]","[0.209, 0.006]","[1.992, -1.709]"
4633,"[197.498, 191.179]","[-0.278, 0.085]","[-1.519, 1.743]"
4634,"[180.324, 172.568]","[-1.501, -0.366]","[-0.695, 3.057]"
4635,"[233.658, 148.067]","[0.828, 0.882]","[-1.162, 1.571]"
4636,"[273.564, 113.76]","[0.29, -1.601]","[-1.197, 0.14]"
4637,"[168.069, 150.761]","[1.285, -0.107]","[-0.286, 2.674]"
4638,"[159.88, 158.62]","[-1.036, 0.393]","[-3.111, -0.291]"
4639,"[322.179, 122.943]","[0.093, 0.493]","[-0.285, 2.351]"
4640,"[190.241, 164.024]","[1.61, 0.584]","[0.041, 3.102]"
4641,"[174.601, 124.843]","[0.977, -0.577]","[-0.595, -2.57]"
4642,"[202.205, 190.741]","[1.74, 1.431]","[3.067, -0.056]"
4643,"[308.689, 151.824]","[1.535, 1.351]","[0.238, 2.32]"
4644,"[203.396, 122.477]","[-0.259, 1.152]","[-1.664, 1.68]"
4645,"[164.191, 150.221]","[0.333, 1.777]","[-2.85, 0.207]"
4646,"[201.818, 196.932]","[-0.695, 0.191]","[2.34, 0.114]"
4647,"[202.335, 160.98]","[-1.103, -0.509]","[-1.547, 1.254]"
4648,"[142.808, 137.195]","[-0.135, 1.566]","[2.223, -0.972]"
4649,"[241.882, 162.445]","[-1.184, -1.567]","[2.57, -1.041]"
4650,"[209.492, 198.191]","[-0.592, -0.409]","[0.406, -2.807]"
4651,"[348.106, 147.441]","[1.053, 1.272]","[-0.899, 1.243]"
4652,"[201.212, 197.026]","[-0.242, -0.19]","[0.348, -2.762]"
4653,"[311.856, 127.429]","[1.467, 1.596]","[1.009, -2.061]"
4654,"[184.019, 179.547]","[-1.186, -1.995]","[-0.302, 2.875]"
4655,"[185.355, 170.513]","[0.329, 1.347]","[-0.197, -3.045]"
4656,"[186.217, 157.714]","[-0.356, 0.825]","[2.12, -1.11]"
4657,"[225.683, 142.42]","[-0.841, -0.289]","[0.96, -2.129]"
4658,"[183.609, 163.098]","[0.12, -1.373]","[2.757, 0.852]"
4659,"[201.177, 184.558]","[-1.582, -1.009]","[-3.057, 0.026]"
4660,"[215.712, 203.742]","[-0.007, 0.002]","[-1.708, 0.802]"
4661,"[616.555, 21.854]","[0.235, -2.399]","[1.779, 1.601]"
4662,"[251.725, 165.319]","[0.097, 0.154]","[2.307, -1.24]"
4663,"[216.024, 168.452]","[-0.73, -0.145]","[0.143, -2.872]"
4664,"[149.154, 114.118]","[-1.302, 0.511]","[-0.696, 3.099]"
4665,"[199.329, 192.633]","[2.07, 1.777]","[-0.079, -3.063]"
4666,"[206.647, 186.59]","[1.044, 1.982]","[-2.992, 0.304]"
4667,"[163.46, 149.674]","[0.326, -0.932]","[1.438, -1.83]"
4668,"[158.751, 119.607]","[-0.031, 1.81]","[1.285, -2.229]"
4669,"[221.052, 148.46]","[0.42, -0.556]","[1.467, -1.32]"
4670,"[195.951, 121.774]","[-0.045, -1.661]","[-0.043, -2.379]"
4671,"[200.749, 189.008]","[-0.792, -0.994]","[-0.572, 2.656]"
4672,"[167.03, 150.838]","[-1.294, 0.144]","[2.323, -0.66]"
4673,"[216.466, 208.615]","[1.007, 1.372]","[-0.82, 2.542]"
4674,"[239.615, 164.682]","[-0.274, -0.66]","[-0.722, 2.468]"
4675,"[198.206, 189.576]","[-1.263, -1.792]","[0.507, -2.648]"
4676,"[202.073, 168.3]","[0.571, 1.422]","[1.043, -2.032]"
4677,"[273.063, 227.463]","[0.913, 0.169]","[-1.838, 1.488]"
4678,"[215.07, 184.654]","[-0.165, -0.492]","[-0.767, 2.39]"
4679,"[288.691, 143.73]","[-0.921, -0.649]","[-1.16, 2.0]"
4680,"[208.482, 202.557]","[2.144, 1.721]","[-2.315, 0.703]"
4681,"[186.425, 161.002]","[1.067, 0.073]","[2.261, -0.738]"
4682,"[208.651, 158.145]","[-0.465, -1.589]","[-0.912, 2.348]"
4683,"[134.077, 120.016]","[1.017, -1.012]","[0.02, 3.05]"
4684,"[194.065, 110.805]","[1.896, 0.229]","[-1.914, 1.605]"
4685,"[220.076, 164.319]","[0.837, 0.337]","[2.239, -1.134]"
4686,"[214.889, 198.248]","[-0.722, -0.465]","[-1.705, 1.164]"
4687,"[131.362, 94.776]","[-0.974, 1.349]","[0.545, -2.513]"
4688,"[191.947, 159.174]","[0.23, 1.245]","[-2.76, 0.302]"
4689,"[202.034, 193.003]","[0.39, -0.169]","[1.52, -1.846]"
4690,"[235.392, 189.504]","[-0.319, -1.037]","[1.46, -0.806]"
4691,"[178.375, 175.42]","[0.944, -0.102]","[2.352, -0.573]"
4692,"[209.814, 153.902]","[-0.625, -1.573]","[0.405, -2.574]"
4693,"[221.36, 126.95]","[-1.402, -0.213]","[-2.218, 0.698]"
4694,"[177.143, 160.028]","[1.045, 2.315]","[0.121, 3.122]"
4695,"[214.939, 179.812]","[-0.242, -0.609]","[1.799, -1.425]"
4696,"[244.894, 129.736]","[-0.619, 0.575]","[-1.288, 1.212]"
4697,"[168.028, 144.884]","[1.577, 0.257]","[-1.815, 0.949]"
4698,"[289.718, 117.276]","[0.996, 0.136]","[-0.612, 2.174]"
4699,"[223.095, 150.157]","[0.287, 1.43]","[-0.018, 2.328]"
4700,"[166.918, 165.47]","[-0.009, 1.278]","[2.595, -0.639]"
4701,"[198.884, 197.816]","[0.134, 0.609]","[0.036, -3.119]"
4702,"[189.751, 170.599]","[-1.039, 0.145]","[-0.814, 2.99]"
4703,"[206.701, 190.59]","[1.076, 0.911]","[2.051, -1.189]"
4704,"[212.338, 122.222]","[-0.343, 1.072]","[0.848, -1.926]"
4705,"[196.983, 172.543]","[-1.818, -0.979]","[1.441, -1.61]"
4706,"[164.682, 129.813]","[1.011, -0.748]","[0.85, -2.424]"
4707,"[208.831, 189.381]","[0.881, 1.067]","[0.332, -2.919]"
4708,"[282.649, 147.538]","[-0.587, -0.835]","[-0.141, 2.85]"
4709,"[111.935, 93.767]","[0.665, -2.003]","[-1.828, 1.021]"
4710,"[305.549, 206.141]","[0.084, 0.27]","[-1.108, -2.908]"
4711,"[205.408, 188.609]","[0.957, 0.569]","[2.194, -1.13]"
4712,"[292.399, 144.9]","[-1.061, -0.189]","[-0.853, 1.207]"
4713,"[229.56, 181.869]","[-1.069, -1.198]","[-2.483, 0.73]"
4714,"[198.616, 164.717]","[0.311, 1.82]","[-1.562, 0.277]"
4715,"[194.85, 178.337]","[0.312, 0.536]","[-1.759, 1.405]"
4716,"[171.593, 155.003]","[1.091, -0.28]","[1.243, -1.906]"
4717,"[238.308, 96.488]","[1.591, 1.011]","[-0.386, 3.049]"
4718,"[213.516, 151.397]","[-0.682, 0.155]","[-3.001, 0.058]"
4719,"[207.184, 193.216]","[0.445, -0.322]","[1.195, -1.945]"
4720,"[211.283, 173.183]","[0.403, -0.072]","[-0.843, 2.287]"
4721,"[221.296, 184.319]","[0.588, 0.839]","[3.003, -0.44]"
4722,"[200.834, 158.307]","[1.07, -0.053]","[-1.195, 1.52]"
4723,"[519.536, 412.138]","[0.25, 0.378]","[-2.998, 2.468]"
4724,"[196.533, 194.016]","[1.801, 1.297]","[-3.047, 0.163]"
4725,"[169.682, 151.176]","[0.773, 1.259]","[1.951, -1.43]"
4726,"[203.448, 186.839]","[1.138, 2.0]","[3.054, -0.18]"
4727,"[454.688, 185.124]","[-0.921, -1.266]","[-2.437, -0.961]"
4728,"[289.374, 117.42]","[-0.18, 0.804]","[2.227, -1.344]"
4729,"[254.873, 156.472]","[0.701, 1.23]","[2.046, -0.473]"
4730,"[261.151, 165.374]","[1.67, 1.589]","[2.616, -0.83]"
4731,"[166.397, 158.299]","[-0.98, -1.369]","[-0.573, 2.675]"
4732,"[202.784, 197.422]","[-1.671, -1.472]","[-2.058, 1.152]"
4733,"[128.221, 116.323]","[0.019, -2.178]","[-2.838, 0.297]"
4734,"[306.892, 298.852]","[-0.611, -0.107]","[-2.659, -1.167]"
4735,"[242.347, 178.602]","[0.055, 0.483]","[-1.743, 0.645]"
4736,"[200.089, 188.975]","[-1.385, -1.449]","[-2.102, 0.742]"
4737,"[111.806, 102.566]","[2.201, -0.315]","[1.53, -2.007]"
4738,"[262.393, 254.941]","[1.332, 1.09]","[-3.109, -1.354]"
4739,"[169.155, 125.861]","[-1.455, 0.186]","[-2.624, 0.539]"
4740,"[225.258, 142.264]","[0.998, -0.058]","[-0.615, 1.898]"
4741,"[192.91, 180.736]","[0.209, -0.445]","[1.758, -1.133]"
4742,"[210.486, 190.547]","[-0.745, -0.904]","[1.129, -2.067]"
4743,"[236.376, 173.301]","[-0.427, -0.438]","[0.823, -2.217]"
4744,"[171.214, 161.782]","[-1.102, -2.14]","[0.09, -3.137]"
4745,"[200.371, 194.645]","[0.471, 0.806]","[1.252, -1.805]"
4746,"[204.068, 149.001]","[-0.65, 0.378]","[1.068, -2.169]"
4747,"[182.464, 181.467]","[-0.203, -1.13]","[-0.332, 2.744]"
4748,"[176.796, 150.886]","[-0.338, 0.972]","[-3.14, 0.1]"
4749,"[433.414, 141.806]","[-1.232, -0.54]","[1.696, -2.948]"
4750,"[229.098, 119.336]","[1.096, 2.392]","[-2.529, 1.069]"
4751,"[160.577, 146.542]","[0.432, 2.121]","[-1.412, 1.642]"
4752,"[201.719, 188.105]","[0.945, 1.312]","[2.403, -0.738]"
4753,"[242.996, 151.124]","[-0.409, 0.654]","[-3.134, -1.014]"
4754,"[207.205, 143.85]","[0.431, -0.613]","[0.111, -3.039]"
4755,"[193.521, 152.288]","[-0.474, 0.638]","[-1.554, 1.421]"
4756,"[327.082, 155.882]","[1.187, 2.04]","[0.909, -0.882]"
4757,"[80.057, 67.317]","[1.485, -1.825]","[-0.984, 1.965]"
4758,"[501.471, 225.328]","[0.496, 1.352]","[1.564, 2.293]"
4759,"[187.903, 154.957]","[-0.01, 1.061]","[-2.944, 0.314]"
4760,"[190.938, 181.685]","[0.143, -0.605]","[-2.315, 0.544]"
4761,"[229.531, 149.797]","[0.059, -1.142]","[-1.954, 2.353]"
4762,"[314.707, 136.72]","[-1.315, -1.832]","[-3.113, -0.755]"
4763,"[193.699, 192.929]","[0.579, 0.918]","[0.34, -2.837]"
4764,"[189.634, 173.56]","[-1.555, -0.981]","[-2.566, 0.504]"
4765,"[217.963, 180.652]","[-0.875, -0.698]","[1.288, -1.673]"
4766,"[213.723, 142.55]","[0.248, -0.787]","[0.95, -2.009]"
4767,"[481.666, 123.987]","[0.026, 1.465]","[-1.496, -2.883]"
4768,"[123.943, 111.361]","[-1.059, -0.66]","[2.167, -0.95]"
4769,"[250.784, 152.035]","[-1.048, -1.165]","[-0.163, 2.447]"
4770,"[224.331, 152.372]","[0.564, -0.28]","[1.09, -1.728]"
4771,"[206.283, 200.874]","[-0.818, -0.553]","[-2.795, 0.43]"
4772,"[196.554, 128.442]","[-0.655, 0.71]","[1.267, -1.776]"
4773,"[174.737, 126.629]","[-0.287, -1.817]","[1.468, -2.051]"
4774,"[230.466, 156.48]","[1.32, 0.553]","[2.984, -0.502]"
4775,"[154.141, 128.308]","[1.427, -0.294]","[2.766, -0.247]"
4776,"[213.29, 106.766]","[0.257, -0.288]","[-2.704, 0.042]"
4777,"[242.911, 160.084]","[-1.075, -1.453]","[2.918, -0.002]"
4778,"[281.723, 93.705]","[0.094, -1.328]","[0.237, -2.987]"
4779,"[235.381, 140.41]","[1.284, 0.615]","[1.531, -1.601]"
4780,"[179.649, 155.501]","[-2.284, -1.156]","[1.497, -1.726]"
4781,"[181.312, 174.26]","[-0.591, -1.171]","[3.01, -0.039]"
4782,"[211.092, 183.922]","[-1.455, -1.809]","[-2.542, 0.59]"
4783,"[209.83, 185.077]","[1.443, 1.541]","[-2.247, 0.95]"
4784,"[175.149, 160.283]","[1.098, -0.167]","[2.479, -0.665]"
4785,"[212.394, 162.739]","[-0.28, -1.017]","[-2.438, 0.922]"
4786,"[201.756, 197.122]","[-0.922, -1.274]","[-2.206, 0.979]"
4787,"[328.696, 166.212]","[1.173, 1.359]","[1.809, -2.305]"
4788,"[196.816, 179.993]","[-0.729, -0.373]","[-1.022, 2.12]"
4789,"[236.921, 175.774]","[0.028, -0.257]","[1.252, -1.894]"
4790,"[160.381, 98.249]","[1.871, -0.263]","[-2.849, 0.339]"
4791,"[198.689, 195.668]","[-0.123, 0.126]","[0.555, -2.606]"
4792,"[231.426, 131.709]","[-1.288, -0.017]","[0.759, -1.649]"
4793,"[213.441, 158.2]","[0.632, 1.517]","[-1.209, 2.157]"
4794,"[205.626, 177.572]","[-0.031, 0.599]","[1.384, -1.847]"
4795,"[198.99, 167.973]","[1.369, 0.593]","[1.675, -1.3]"
4796,"[195.0, 188.241]","[0.891, 1.484]","[-1.062, 1.956]"
4797,"[221.628, 194.975]","[0.773, 0.946]","[2.765, -0.817]"
4798,"[129.623, 127.852]","[0.528, 2.436]","[-0.485, 2.66]"
4799,"[290.163, 145.457]","[-1.238, -0.708]","[-0.475, 2.099]"
4800,"[195.302, 172.953]","[0.914, 0.121]","[-0.233, 2.906]"
4801,"[393.895, 335.659]","[1.799, 1.459]","[-1.757, 1.435]"
4802,"[233.826, 142.03]","[0.029, -0.658]","[1.391, -1.22]"
4803,"[238.005, 208.738]","[-0.483, -1.286]","[1.384, -1.48]"
4804,"[219.936, 181.899]","[-0.739, -1.128]","[-1.116, 1.92]"
4805,"[173.699, 88.602]","[-0.477, 1.779]","[-2.986, -1.329]"
4806,"[188.734, 165.122]","[0.675, -0.32]","[-1.493, 1.831]"
4807,"[201.769, 193.896]","[0.335, 0.979]","[-1.566, 1.573]"
4808,"[395.415, 111.567]","[0.199, 0.616]","[2.913, -0.346]"
4809,"[203.285, 170.133]","[1.303, 0.429]","[2.567, -0.841]"
4810,"[352.542, 336.975]","[0.044, 0.236]","[2.988, 1.714]"
4811,"[198.371, 192.503]","[1.548, 1.657]","[-1.898, 0.972]"
4812,"[272.05, 170.025]","[-1.212, -0.698]","[-1.221, 2.465]"
4813,"[221.615, 181.922]","[-0.986, -1.15]","[-1.613, 1.35]"
4814,"[180.637, 155.988]","[-0.475, -1.722]","[-0.488, 2.718]"
4815,"[136.316, 129.163]","[-0.914, 1.152]","[1.985, -1.093]"
4816,"[145.203, 121.805]","[-1.796, -0.0]","[2.77, -0.187]"
4817,"[240.568, 119.655]","[0.902, 2.054]","[-1.248, 1.834]"
4818,"[240.725, 174.005]","[1.783, 1.692]","[0.625, -2.441]"
4819,"[221.66, 193.411]","[0.267, -0.193]","[-1.391, 2.122]"
4820,"[287.221, 126.688]","[1.496, 0.162]","[0.68, 2.826]"
4821,"[183.318, 176.214]","[0.783, -0.123]","[-0.307, 2.638]"
4822,"[206.936, 171.711]","[-2.391, -1.673]","[2.205, -0.715]"
4823,"[188.382, 175.403]","[-0.849, -0.21]","[0.483, -2.619]"
4824,"[203.289, 183.582]","[0.627, 0.173]","[0.563, -2.553]"
4825,"[235.389, 148.928]","[-1.05, -0.305]","[0.086, 3.001]"
4826,"[201.961, 198.091]","[2.04, 2.199]","[1.065, -2.134]"
4827,"[162.442, 156.712]","[1.165, 0.368]","[-0.931, 2.2]"
4828,"[216.337, 181.324]","[0.823, 0.773]","[0.744, -2.475]"
4829,"[122.492, 106.903]","[0.387, -1.895]","[-0.877, 2.32]"
4830,"[208.507, 194.498]","[0.85, 0.999]","[-1.359, 2.034]"
4831,"[376.571, 118.709]","[0.249, 0.293]","[-1.946, 1.793]"
4832,"[525.579, 181.919]","[-0.138, 0.466]","[-2.052, 2.989]"
4833,"[427.634, 170.776]","[1.473, 1.286]","[0.82, -2.905]"
4834,"[127.924, 127.219]","[-1.181, 0.945]","[1.068, -1.819]"
4835,"[235.41, 220.907]","[0.624, 0.481]","[0.974, -2.321]"
4836,"[233.844, 172.221]","[-0.168, -0.078]","[1.182, -2.299]"
4837,"[212.607, 180.651]","[0.414, -0.155]","[0.089, 3.03]"
4838,"[211.858, 190.415]","[1.332, 1.578]","[-0.527, 2.672]"
4839,"[184.674, 180.126]","[0.908, -0.087]","[0.133, 2.791]"
4840,"[199.995, 191.008]","[-0.132, 0.447]","[2.48, -0.444]"
4841,"[227.104, 134.906]","[0.725, 1.917]","[-0.19, -2.824]"
