,Momenta,Eta,Phi
1368,"[117.064, 92.991]","[0.915, 0.029]","[-1.683, 1.928]"
1369,"[102.535, 65.891]","[2.108, 0.81]","[2.429, -0.763]"
1370,"[104.29, 100.86]","[-0.757, -0.499]","[0.272, -2.956]"
1371,"[154.527, 109.016]","[-0.978, -1.023]","[-1.961, 0.013]"
1372,"[188.82, 37.664]","[-0.174, 0.344]","[-2.433, -0.028]"
1373,"[130.251, 37.095]","[-0.143, -2.161]","[0.948, -1.002]"
1374,"[49.106, 41.63]","[-0.593, 2.299]","[2.121, -0.661]"
1375,"[98.477, 98.347]","[0.246, -0.104]","[0.716, -2.23]"
1376,"[164.283, 83.318]","[0.424, -0.507]","[2.791, 1.616]"
1377,"[72.712, 61.58]","[-0.343, 1.536]","[-2.801, 0.387]"
1378,"[169.473, 45.864]","[-0.927, -1.677]","[-1.864, -0.181]"
1379,"[99.906, 93.242]","[-0.08, -0.566]","[-1.051, 2.118]"
1380,"[223.253, 142.818]","[1.207, 1.248]","[-0.441, 0.731]"
1381,"[107.173, 96.419]","[1.934, 1.484]","[0.788, -1.996]"
1382,"[407.373, 285.542]","[0.212, -0.975]","[2.988, -0.149]"
1383,"[98.638, 79.727]","[-1.939, -1.272]","[-1.548, 1.725]"
1384,"[102.009, 54.629]","[-1.895, -0.425]","[1.301, -2.443]"
1385,"[227.883, 55.222]","[0.381, 1.297]","[-1.54, 3.027]"
1386,"[121.795, 69.52]","[-0.744, -1.597]","[-0.768, 2.334]"
1387,"[79.0, 76.165]","[0.854, -0.576]","[-0.064, -2.98]"
1388,"[62.238, 55.253]","[0.627, -1.622]","[-0.142, 2.552]"
1389,"[109.361, 57.884]","[0.047, 1.338]","[-1.732, 1.13]"
1390,"[101.297, 65.287]","[-0.05, 0.944]","[1.494, -1.626]"
1391,"[159.548, 30.066]","[0.249, 2.383]","[-0.79, 0.877]"
1392,"[97.039, 81.751]","[-1.941, -0.873]","[0.793, -1.945]"
1393,"[95.091, 91.398]","[-0.739, -1.574]","[-1.557, 1.614]"
1394,"[153.003, 77.893]","[0.715, -0.126]","[-0.342, -2.409]"
1395,"[114.891, 89.012]","[-0.65, -1.107]","[1.463, -1.878]"
1396,"[242.33, 61.451]","[0.542, 1.955]","[3.139, -2.661]"
1397,"[49.729, 42.505]","[1.967, -0.881]","[2.884, -0.881]"
1398,"[128.293, 60.88]","[0.696, -0.234]","[-2.257, 1.08]"
1399,"[108.704, 99.404]","[0.901, 0.881]","[1.948, -0.646]"
1400,"[136.289, 85.862]","[0.133, 0.466]","[1.614, -2.519]"
1401,"[114.616, 45.327]","[0.575, 2.377]","[-1.238, 1.109]"
1402,"[128.674, 88.77]","[0.682, 1.61]","[0.645, -2.553]"
1403,"[71.693, 53.67]","[-0.286, 1.409]","[-2.801, 0.586]"
1404,"[117.638, 83.842]","[-1.666, -1.602]","[-1.923, 1.354]"
1405,"[97.932, 91.171]","[0.996, 1.253]","[0.172, -2.975]"
1406,"[108.567, 73.191]","[-0.88, -1.863]","[0.163, 2.986]"
1407,"[111.373, 79.747]","[0.093, 0.29]","[0.473, -2.634]"
1408,"[118.813, 81.075]","[1.762, 1.245]","[2.863, -0.153]"
1409,"[177.386, 72.656]","[0.192, 1.152]","[-1.94, 0.055]"
1410,"[92.45, 53.077]","[-0.114, 1.358]","[-1.993, 0.672]"
1411,"[163.49, 86.676]","[-1.101, -1.21]","[-0.587, -2.673]"
1412,"[89.876, 89.205]","[0.158, 0.955]","[-0.326, 2.576]"
1413,"[204.411, 118.612]","[0.862, -0.053]","[3.036, -0.12]"
1414,"[104.002, 68.247]","[-0.446, 0.829]","[-2.667, -0.174]"
1415,"[88.639, 88.559]","[1.411, 1.17]","[1.0, -2.025]"
1416,"[312.832, 22.408]","[-0.013, 1.445]","[0.102, 2.867]"
1417,"[101.546, 83.272]","[0.591, -0.35]","[-3.081, 0.837]"
1418,"[144.592, 116.495]","[-0.732, -0.136]","[-2.165, 2.495]"
1419,"[96.734, 82.349]","[0.655, 1.351]","[-0.464, 2.695]"
1420,"[135.353, 69.326]","[0.428, 0.594]","[-2.144, 1.608]"
1421,"[90.026, 86.433]","[1.709, 0.382]","[1.954, -2.236]"
1422,"[104.957, 87.142]","[0.515, -0.047]","[2.872, -0.319]"
1423,"[130.202, 122.026]","[0.587, 1.59]","[1.607, -0.947]"
1424,"[101.995, 99.057]","[-0.791, 0.094]","[2.83, -0.499]"
1425,"[149.411, 127.793]","[0.716, 0.395]","[-0.516, 1.801]"
1426,"[127.808, 76.392]","[-1.153, -0.281]","[2.423, -0.233]"
1427,"[112.417, 86.076]","[1.577, 1.044]","[1.643, -1.525]"
1428,"[105.096, 90.541]","[0.346, 0.501]","[2.391, -0.476]"
1429,"[112.76, 70.598]","[-0.177, -1.971]","[0.553, 1.524]"
1430,"[103.445, 88.674]","[0.53, 0.98]","[-1.477, 1.747]"
1431,"[151.478, 88.717]","[-0.545, 0.582]","[1.485, -1.212]"
1432,"[121.389, 43.526]","[-0.568, 1.045]","[2.076, -1.837]"
1433,"[109.252, 90.531]","[0.048, 0.179]","[-1.45, 1.67]"
1434,"[102.231, 86.875]","[-1.017, 0.201]","[-0.718, 2.526]"
1435,"[322.976, 91.239]","[-0.635, -1.271]","[1.827, 2.783]"
1436,"[163.13, 139.688]","[-0.647, -1.403]","[-0.162, 3.071]"
1437,"[94.76, 88.404]","[-1.23, -0.286]","[-2.602, 0.581]"
1438,"[193.404, 192.755]","[0.108, -0.19]","[-2.69, 0.359]"
1439,"[209.718, 50.754]","[-0.716, 0.739]","[1.309, 2.699]"
1440,"[198.776, 180.226]","[1.317, 1.309]","[-2.211, 2.961]"
1441,"[91.259, 88.385]","[0.717, -0.132]","[1.822, -1.461]"
1442,"[133.287, 89.366]","[-1.187, -1.561]","[-1.229, 1.533]"
1443,"[111.405, 83.844]","[0.758, 0.68]","[-0.519, 2.3]"
1444,"[79.591, 66.209]","[0.17, -1.455]","[0.613, -2.353]"
1445,"[86.63, 86.258]","[0.396, 1.516]","[2.219, -0.732]"
1446,"[92.702, 86.019]","[0.352, -0.437]","[1.329, -1.904]"
1447,"[94.115, 88.503]","[-1.876, -2.45]","[-2.968, 0.213]"
1448,"[191.368, 48.535]","[-0.547, 0.397]","[1.604, -2.3]"
1449,"[56.8, 29.33]","[0.9, -2.189]","[2.88, -0.884]"
1450,"[91.097, 88.626]","[-0.91, -2.042]","[-2.245, 0.55]"
1451,"[118.51, 75.132]","[1.221, 1.817]","[-1.559, 1.478]"
1452,"[93.44, 68.456]","[-0.703, 0.717]","[2.094, -1.466]"
1453,"[111.762, 89.565]","[-0.523, -0.927]","[1.271, -1.0]"
1454,"[95.369, 91.193]","[0.942, -1.131]","[2.998, -0.018]"
1455,"[48.102, 21.894]","[-1.218, 2.335]","[3.127, 0.038]"
1456,"[98.573, 80.424]","[-0.958, -1.823]","[-3.07, -0.045]"
1457,"[381.184, 54.999]","[-0.912, -1.148]","[2.346, -2.38]"
1458,"[107.939, 90.446]","[-1.784, -2.257]","[0.956, -2.041]"
1459,"[114.042, 72.469]","[0.361, 1.169]","[0.313, 3.033]"
1460,"[107.531, 74.371]","[-0.872, 0.268]","[2.849, -0.561]"
1461,"[990.003, 333.262]","[1.01, 0.046]","[-0.843, 1.09]"
1462,"[131.007, 84.315]","[-1.122, -0.745]","[1.36, -1.498]"
1463,"[102.159, 94.436]","[1.509, 1.067]","[-1.45, 1.707]"
1464,"[88.129, 78.874]","[-2.302, 0.303]","[0.37, -2.539]"
1465,"[106.445, 71.719]","[1.836, 2.056]","[-2.784, 0.609]"
1466,"[113.652, 73.134]","[-1.319, -1.178]","[-0.457, 2.612]"
1467,"[111.739, 100.656]","[-0.086, -0.681]","[-0.571, 0.832]"
1468,"[111.474, 90.967]","[-0.455, -0.796]","[1.672, -1.574]"
1469,"[154.161, 84.753]","[-1.093, -1.278]","[-2.106, -0.018]"
1470,"[226.255, 52.799]","[-0.387, -0.98]","[-1.387, 0.403]"
1471,"[103.101, 68.947]","[-1.714, -0.411]","[-2.043, 0.684]"
1472,"[102.002, 93.993]","[-1.423, -0.926]","[-1.396, 1.755]"
1473,"[198.466, 196.411]","[1.471, 0.885]","[1.278, -1.586]"
1474,"[116.686, 63.886]","[0.504, -0.56]","[1.354, -1.523]"
1475,"[118.671, 74.714]","[0.432, 0.466]","[2.118, -0.629]"
1476,"[96.196, 79.647]","[2.071, 0.939]","[2.103, -1.206]"
1477,"[112.495, 101.742]","[1.044, 0.533]","[-0.477, 2.215]"
1478,"[207.472, 27.211]","[-0.558, 1.47]","[-0.131, -1.505]"
1479,"[102.934, 82.057]","[1.435, 1.78]","[-0.606, 2.076]"
1480,"[100.057, 97.707]","[-0.886, 0.055]","[-2.01, 0.677]"
1481,"[282.344, 35.444]","[-0.797, -1.031]","[-2.619, 0.514]"
1482,"[122.021, 48.396]","[-0.116, 0.758]","[0.085, -2.302]"
1483,"[96.021, 88.927]","[-0.417, -1.359]","[-0.079, -2.78]"
1484,"[144.347, 119.807]","[-1.157, -0.698]","[-3.104, 1.588]"
1485,"[156.657, 62.657]","[0.622, 0.637]","[2.39, -0.645]"
1486,"[87.358, 55.342]","[-0.785, 0.682]","[2.518, -0.406]"
1487,"[226.263, 49.474]","[-0.711, -1.963]","[-2.985, -1.102]"
1488,"[274.887, 162.298]","[0.401, 0.313]","[-2.769, 2.537]"
1489,"[233.258, 58.299]","[-0.228, 0.402]","[2.466, -1.46]"
1490,"[97.422, 28.834]","[-1.386, -1.579]","[-1.685, 1.475]"
1491,"[169.424, 44.565]","[-0.166, 1.248]","[2.209, -0.544]"
1492,"[89.199, 73.764]","[-0.418, 0.747]","[-2.22, 0.694]"
1493,"[114.651, 113.494]","[-1.186, -0.628]","[-1.395, 1.951]"
1494,"[68.811, 68.172]","[1.201, -0.889]","[0.634, -2.66]"
1495,"[160.68, 59.482]","[-0.406, 1.015]","[0.838, -0.882]"
1496,"[109.748, 108.91]","[1.748, 1.378]","[-1.089, 2.241]"
1497,"[92.516, 67.723]","[-2.271, -0.823]","[0.257, -2.685]"
1498,"[101.797, 97.559]","[-1.571, -1.759]","[-0.798, 1.988]"
1499,"[96.02, 69.244]","[-2.061, -0.182]","[0.219, -0.317]"
1500,"[122.654, 84.247]","[0.361, -0.184]","[1.433, -1.322]"
1501,"[120.205, 77.638]","[-0.455, -0.035]","[0.805, -2.283]"
1502,"[194.625, 52.897]","[-0.731, -1.066]","[-3.093, 0.759]"
1503,"[95.362, 75.234]","[1.008, -0.183]","[-0.917, 1.88]"
1504,"[104.195, 91.928]","[-0.36, -0.631]","[2.436, -0.676]"
1505,"[100.578, 59.504]","[-0.2, 1.348]","[0.333, 2.54]"
1506,"[79.774, 73.219]","[-0.689, 0.416]","[1.31, -2.023]"
1507,"[100.233, 88.018]","[0.555, 1.051]","[-3.023, 0.341]"
1508,"[96.738, 94.331]","[-1.042, -1.265]","[-2.646, 0.618]"
1509,"[94.162, 91.449]","[-2.075, -1.428]","[2.751, -0.381]"
1510,"[82.651, 43.222]","[0.241, -2.19]","[-0.636, 1.17]"
1511,"[99.517, 67.85]","[0.66, -0.509]","[-1.681, 1.364]"
1512,"[99.877, 90.197]","[2.144, 1.855]","[-2.33, 0.868]"
1513,"[148.734, 121.855]","[-0.096, 1.055]","[0.509, -2.541]"
1514,"[103.8, 97.88]","[-1.591, -1.62]","[0.058, 2.576]"
1515,"[102.883, 85.516]","[0.588, 1.386]","[0.64, -2.719]"
1516,"[103.952, 95.242]","[2.132, 1.491]","[-2.47, 0.593]"
1517,"[107.003, 105.056]","[-1.194, -0.917]","[-1.979, 1.193]"
1518,"[110.107, 93.907]","[1.146, 1.171]","[0.931, -2.058]"
1519,"[75.783, 65.608]","[-0.209, -1.888]","[2.009, -1.154]"
1520,"[99.463, 94.041]","[-1.396, -1.38]","[-2.927, 0.132]"
1521,"[183.607, 52.386]","[-0.186, -0.407]","[-1.891, 1.144]"
1522,"[97.392, 95.86]","[1.652, 0.921]","[-2.854, 0.687]"
1523,"[98.148, 88.193]","[0.393, 1.512]","[-0.869, -3.027]"
1524,"[87.322, 59.114]","[0.666, 2.361]","[1.674, -0.554]"
1525,"[114.575, 99.182]","[-0.369, -0.817]","[2.966, -0.03]"
1526,"[103.397, 82.407]","[-1.446, -1.036]","[-2.067, 1.06]"
1527,"[128.517, 95.592]","[-1.367, -1.485]","[1.293, -0.927]"
1528,"[224.536, 151.202]","[-1.506, -0.895]","[3.047, -1.957]"
1529,"[107.372, 91.353]","[-0.513, -0.682]","[1.211, -2.058]"
1530,"[111.492, 85.266]","[-0.112, 0.494]","[2.677, -0.569]"
1531,"[107.717, 72.179]","[1.468, 1.161]","[1.982, -1.048]"
1532,"[631.505, 596.261]","[0.943, 0.314]","[-1.816, 1.044]"
1533,"[102.364, 75.413]","[-0.908, -0.123]","[-2.205, 0.715]"
1534,"[143.801, 124.766]","[-0.4, -0.466]","[-1.163, 2.549]"
1535,"[199.969, 152.188]","[0.706, 0.014]","[1.907, -0.817]"
1536,"[169.812, 61.387]","[-0.416, -0.314]","[1.803, -1.31]"
1537,"[113.709, 86.704]","[0.69, 0.087]","[1.529, -1.44]"
1538,"[186.528, 55.245]","[0.356, -1.315]","[-0.484, 0.526]"
1539,"[107.006, 96.657]","[1.247, 1.881]","[0.746, -2.764]"
1540,"[43.624, 40.205]","[2.383, -0.5]","[2.634, -0.972]"
1541,"[106.675, 97.138]","[0.925, 0.989]","[-1.997, 1.065]"
1542,"[100.131, 94.879]","[-0.601, -0.168]","[-2.876, 0.207]"
1543,"[107.357, 79.94]","[0.097, -1.284]","[0.724, -2.422]"
1544,"[104.8, 87.486]","[0.552, 1.132]","[1.729, -1.494]"
1545,"[182.009, 62.158]","[0.334, 0.178]","[-2.596, -0.995]"
1546,"[80.684, 47.776]","[-0.274, -2.487]","[-2.045, 1.649]"
1547,"[94.108, 92.349]","[-0.217, -0.034]","[-1.439, 1.725]"
1548,"[192.666, 65.371]","[0.529, -0.249]","[2.664, 0.869]"
1549,"[207.779, 206.573]","[-0.361, 0.388]","[0.302, -3.021]"
1550,"[104.245, 92.646]","[-1.015, -1.338]","[1.702, -1.4]"
1551,"[162.207, 160.032]","[-0.331, -0.765]","[0.565, -0.735]"
1552,"[169.434, 147.15]","[0.095, -0.115]","[3.047, 0.247]"
1553,"[112.219, 89.136]","[1.005, -0.17]","[-2.607, 0.122]"
1554,"[132.568, 126.557]","[0.292, -1.676]","[-2.893, 0.05]"
1555,"[110.45, 71.424]","[0.66, 1.656]","[-2.852, 0.467]"
1556,"[151.368, 71.937]","[0.443, -0.22]","[2.365, -1.055]"
1557,"[95.404, 94.193]","[-1.406, -0.361]","[-1.565, 1.632]"
1558,"[229.863, 173.578]","[0.831, 1.202]","[-0.402, 2.588]"
1559,"[86.293, 80.961]","[-2.031, -0.555]","[-1.955, 1.157]"
1560,"[97.164, 96.26]","[0.513, -0.345]","[-0.455, 2.569]"
1561,"[109.546, 83.683]","[-0.971, -0.874]","[0.08, 2.741]"
1562,"[272.254, 237.56]","[0.59, -0.771]","[-1.174, 2.24]"
1563,"[239.692, 51.008]","[-2.349, -1.317]","[-2.768, 1.943]"
1564,"[176.261, 103.863]","[0.011, -0.082]","[0.553, -1.863]"
1565,"[118.863, 104.368]","[-1.773, -1.868]","[2.05, -2.004]"
1566,"[71.242, 67.598]","[-0.715, 1.156]","[-1.499, 1.453]"
1567,"[107.265, 89.041]","[-0.745, -1.159]","[-0.683, 2.459]"
1568,"[104.91, 68.305]","[1.279, 0.188]","[2.229, -1.405]"
1569,"[107.075, 93.829]","[1.682, 1.239]","[1.595, -1.503]"
1570,"[94.844, 78.784]","[-0.996, 0.3]","[-0.622, 2.914]"
1571,"[98.958, 97.651]","[-1.741, -2.002]","[-0.921, 2.227]"
1572,"[80.163, 73.726]","[1.959, 0.295]","[-0.251, 2.948]"
1573,"[102.407, 100.846]","[-0.727, -0.912]","[-1.956, 1.412]"
1574,"[107.06, 85.534]","[-0.982, -0.708]","[2.086, -1.22]"
1575,"[175.821, 95.783]","[-1.022, -0.744]","[2.798, -0.408]"
1576,"[111.673, 93.932]","[-0.903, -0.832]","[1.122, -1.932]"
1577,"[82.759, 81.941]","[-0.564, 1.098]","[1.416, -1.575]"
1578,"[300.123, 287.75]","[0.357, 0.565]","[-0.653, 2.523]"
1579,"[166.419, 87.044]","[0.944, 0.979]","[0.824, -1.169]"
1580,"[82.091, 81.24]","[-1.416, 0.104]","[-1.474, 0.737]"
1581,"[90.555, 88.35]","[-0.966, -1.095]","[2.396, -0.986]"
1582,"[99.508, 58.742]","[1.761, 0.593]","[1.006, -1.453]"
1583,"[107.451, 88.955]","[-0.036, -0.374]","[-0.506, 3.054]"
1584,"[123.694, 76.819]","[1.301, 1.549]","[-1.758, 1.352]"
1585,"[136.218, 70.727]","[-0.728, -0.79]","[0.249, 3.077]"
1586,"[101.103, 94.982]","[1.494, 1.392]","[-0.015, -3.027]"
1587,"[371.868, 300.974]","[1.741, 1.28]","[-0.148, 2.879]"
1588,"[150.908, 74.164]","[0.005, 0.302]","[-1.042, 2.736]"
1589,"[120.248, 105.335]","[0.016, 1.017]","[1.511, -1.695]"
1590,"[150.418, 54.767]","[1.413, -0.563]","[0.1, -2.649]"
1591,"[92.055, 90.446]","[0.321, -0.654]","[0.343, -2.829]"
1592,"[107.487, 92.693]","[-0.657, -0.346]","[-1.476, 1.636]"
1593,"[99.848, 58.039]","[1.255, -0.377]","[-0.77, 1.438]"
1594,"[109.402, 89.8]","[0.835, 1.308]","[2.992, -0.626]"
1595,"[77.075, 75.607]","[-1.219, 0.079]","[1.426, -1.683]"
1596,"[80.587, 68.736]","[-0.044, -1.654]","[0.153, -2.889]"
1597,"[150.028, 75.27]","[-1.425, -0.696]","[1.299, -2.678]"
1598,"[186.627, 65.432]","[0.368, -0.798]","[0.914, 2.554]"
1599,"[96.802, 96.194]","[0.347, 0.809]","[-1.78, 1.407]"
1600,"[114.809, 81.164]","[-0.082, 0.773]","[-1.286, 1.521]"
1601,"[74.216, 68.548]","[0.978, -0.948]","[1.765, -1.665]"
1602,"[235.211, 45.516]","[1.126, 0.763]","[-0.513, -3.095]"
1603,"[149.623, 100.293]","[0.848, 1.401]","[2.283, -2.162]"
1604,"[101.19, 88.021]","[0.69, 1.495]","[-0.947, 1.976]"
1605,"[88.703, 87.112]","[0.039, -1.074]","[1.9, -0.66]"
1606,"[102.579, 70.436]","[1.178, -0.011]","[-1.193, 2.683]"
1607,"[314.235, 48.132]","[0.159, -0.324]","[0.699, 2.897]"
1608,"[120.352, 79.489]","[-0.349, -0.694]","[2.813, -0.397]"
1609,"[89.313, 87.188]","[1.609, 1.165]","[-1.092, 1.959]"
1610,"[138.787, 74.426]","[0.153, -0.028]","[-0.442, 2.957]"
1611,"[174.383, 56.875]","[1.5, 0.964]","[-0.096, 2.638]"
1612,"[180.227, 104.299]","[-0.672, -0.535]","[1.484, -2.613]"
1613,"[132.037, 113.983]","[-1.216, -0.38]","[1.91, -1.129]"
1614,"[272.871, 71.477]","[-1.02, -1.857]","[-2.568, -1.433]"
1615,"[111.146, 106.717]","[-0.188, -0.412]","[0.38, -2.884]"
1616,"[100.505, 100.068]","[1.757, 1.238]","[-2.284, 0.793]"
1617,"[219.14, 193.834]","[2.091, 1.467]","[-2.727, -1.013]"
1618,"[410.104, 110.919]","[1.696, -1.482]","[1.112, -1.935]"
1619,"[117.335, 111.171]","[0.447, 0.607]","[-2.71, 0.387]"
1620,"[99.39, 95.347]","[-1.765, -0.805]","[-1.465, 1.817]"
1621,"[98.439, 91.202]","[1.097, 0.207]","[-2.252, 0.727]"
1622,"[117.124, 81.507]","[0.404, 0.975]","[1.733, -1.208]"
1623,"[163.338, 67.33]","[-0.72, -0.407]","[1.687, -1.995]"
1624,"[171.221, 65.548]","[0.871, 0.536]","[2.878, -0.759]"
1625,"[162.084, 60.908]","[1.514, 1.474]","[-2.587, 0.7]"
1626,"[105.067, 91.465]","[1.141, -0.472]","[2.179, -3.074]"
1627,"[88.718, 73.41]","[-0.632, 0.714]","[-0.287, 2.59]"
1628,"[106.154, 91.478]","[1.411, 1.424]","[-1.12, 2.268]"
1629,"[110.707, 93.91]","[0.926, 0.974]","[0.9, -2.475]"
1630,"[154.172, 62.092]","[0.079, -1.654]","[3.134, 2.647]"
1631,"[96.493, 78.584]","[0.577, 1.767]","[-0.182, 2.016]"
1632,"[58.5, 53.753]","[0.703, -1.681]","[1.04, -2.169]"
1633,"[493.106, 23.861]","[0.672, 0.081]","[-1.007, 1.092]"
1634,"[91.441, 86.292]","[1.77, 0.737]","[-2.885, 0.134]"
1635,"[101.953, 79.15]","[0.477, -0.358]","[-2.391, 0.357]"
1636,"[88.773, 83.476]","[0.304, 1.512]","[2.099, -1.098]"
1637,"[77.346, 74.047]","[1.364, -0.077]","[-1.603, 1.448]"
1638,"[107.777, 94.23]","[0.764, 0.72]","[-2.592, 0.55]"
1639,"[93.807, 93.013]","[0.422, 1.101]","[-0.243, 2.734]"
1640,"[103.492, 96.428]","[-0.743, 0.274]","[0.618, -1.454]"
1641,"[77.775, 64.227]","[-0.548, 1.348]","[2.538, -0.501]"
1642,"[48.975, 43.971]","[-0.406, 2.367]","[-2.261, 1.261]"
1643,"[113.896, 97.934]","[-1.455, -0.058]","[-0.462, -1.706]"
1644,"[118.323, 101.292]","[-1.846, -1.396]","[-0.097, 2.465]"
1645,"[102.131, 74.152]","[-0.964, -2.125]","[2.958, -0.079]"
1646,"[149.623, 104.788]","[-0.655, -0.422]","[-0.79, 1.013]"
1647,"[118.898, 83.776]","[-1.072, -0.169]","[-2.296, 0.371]"
1648,"[107.176, 51.026]","[-0.849, 0.673]","[-0.355, -3.059]"
1649,"[81.16, 78.683]","[-0.093, -1.449]","[1.698, -1.65]"
1650,"[95.474, 85.051]","[0.347, -0.62]","[1.571, -1.567]"
1651,"[101.88, 77.012]","[-1.601, -0.679]","[2.747, -0.409]"
1652,"[111.218, 102.178]","[0.606, 0.736]","[-2.391, 0.382]"
1653,"[133.23, 114.861]","[-0.138, 0.744]","[2.124, -2.551]"
1654,"[164.288, 121.866]","[-1.655, -2.208]","[2.512, -2.704]"
1655,"[117.127, 87.405]","[-0.472, -1.679]","[-2.982, -0.254]"
1656,"[119.603, 84.76]","[1.773, 2.28]","[0.733, -1.989]"
1657,"[155.189, 67.236]","[-0.802, -1.8]","[-2.894, -1.164]"
1658,"[66.605, 63.716]","[1.012, -1.208]","[-2.091, 0.783]"
1659,"[137.081, 21.063]","[-0.719, 1.832]","[-2.329, 1.774]"
1660,"[116.073, 91.795]","[1.504, 1.144]","[-2.48, 1.257]"
1661,"[109.406, 94.902]","[-0.587, -0.169]","[2.379, -0.791]"
1662,"[102.814, 97.266]","[-0.531, -0.22]","[0.665, -2.517]"
1663,"[113.024, 111.838]","[0.762, 0.763]","[-0.054, 2.38]"
1664,"[98.731, 92.192]","[1.834, 2.17]","[-1.095, 2.07]"
1665,"[119.835, 89.371]","[0.226, -0.833]","[-1.256, -3.066]"
1666,"[128.576, 114.466]","[-0.82, -0.417]","[2.664, -1.901]"
1667,"[112.57, 79.964]","[0.031, 0.576]","[-0.402, 2.5]"
1668,"[94.566, 82.308]","[-1.245, -0.741]","[-1.075, 2.272]"
1669,"[115.905, 94.936]","[1.481, 1.506]","[-2.463, 0.632]"
1670,"[173.544, 64.375]","[-1.244, -0.497]","[-2.534, -0.552]"
1671,"[74.813, 57.466]","[-1.316, 0.723]","[-2.909, 0.227]"
1672,"[150.852, 91.822]","[0.956, 0.67]","[1.708, -2.385]"
1673,"[720.87, 678.402]","[-0.26, 0.615]","[-1.15, 1.953]"
1674,"[108.621, 90.156]","[-1.433, -1.007]","[1.733, -1.31]"
1675,"[102.986, 58.837]","[-1.014, 0.764]","[-2.851, -0.832]"
1676,"[114.884, 86.447]","[0.71, 0.559]","[-1.482, 1.613]"
1677,"[172.64, 157.268]","[-0.484, -1.288]","[0.005, 3.092]"
1678,"[129.122, 80.469]","[0.998, 0.536]","[-1.804, 1.298]"
1679,"[319.0, 269.086]","[-1.281, 0.012]","[-0.97, 2.341]"
1680,"[394.283, 77.301]","[-1.044, -1.1]","[0.227, -0.748]"
1681,"[132.422, 77.857]","[-1.81, -1.838]","[2.861, 0.055]"
1682,"[115.189, 89.967]","[1.327, 1.002]","[2.896, 0.091]"
1683,"[142.776, 76.259]","[-0.616, -0.578]","[1.147, -1.537]"
1684,"[103.759, 34.899]","[0.626, 2.332]","[-0.637, 1.941]"
1685,"[118.916, 89.479]","[1.598, 1.89]","[2.227, -0.695]"
1686,"[104.662, 74.306]","[1.496, 0.86]","[1.799, -1.03]"
1687,"[100.33, 72.556]","[1.056, 0.045]","[2.713, -0.03]"
1688,"[97.556, 96.123]","[0.343, -0.319]","[1.541, -1.752]"
1689,"[165.502, 75.78]","[0.719, -1.331]","[-0.63, 3.015]"
1690,"[137.356, 109.675]","[2.14, 1.022]","[0.696, -2.343]"
1691,"[99.039, 96.292]","[-0.962, -0.222]","[0.836, -1.967]"
1692,"[97.559, 93.188]","[1.302, 1.45]","[2.669, -0.553]"
1693,"[101.0, 98.989]","[0.922, 0.595]","[-2.579, 0.555]"
1694,"[109.145, 82.387]","[-1.972, -1.828]","[-1.188, 1.856]"
1695,"[788.67, 410.214]","[-0.405, -0.656]","[2.564, 2.296]"
1696,"[202.279, 55.447]","[-0.788, -1.332]","[-0.919, 2.964]"
1697,"[96.58, 83.093]","[0.561, 1.589]","[-0.603, 2.685]"
1698,"[94.031, 82.9]","[-0.046, -0.883]","[2.422, -0.125]"
1699,"[316.962, 237.886]","[0.712, -0.714]","[-2.355, -0.089]"
1700,"[105.202, 92.66]","[-1.697, -1.811]","[2.25, -0.407]"
1701,"[97.544, 93.291]","[-0.377, -0.894]","[-0.255, 2.667]"
1702,"[91.195, 63.295]","[-0.751, 1.05]","[-2.028, 2.527]"
1703,"[95.012, 92.892]","[0.783, 1.438]","[2.41, -0.842]"
1704,"[149.33, 101.334]","[1.278, 0.633]","[-3.041, 1.545]"
1705,"[98.15, 94.281]","[1.073, 0.429]","[1.839, -1.046]"
1706,"[156.008, 58.72]","[1.04, 0.386]","[-0.476, 2.155]"
1707,"[104.35, 83.194]","[1.499, 2.302]","[2.919, -0.128]"
1708,"[90.705, 86.531]","[0.049, 0.765]","[-2.909, -0.196]"
1709,"[243.43, 192.079]","[1.738, 0.735]","[1.164, -1.561]"
1710,"[86.599, 73.456]","[0.99, -0.361]","[-2.246, 0.83]"
1711,"[160.184, 55.141]","[-0.046, -0.511]","[-2.84, 0.503]"
1712,"[312.505, 199.537]","[0.102, 1.102]","[2.558, -0.665]"
1713,"[112.829, 54.271]","[-0.037, -1.548]","[2.392, -0.737]"
1714,"[102.613, 89.858]","[-1.936, -1.302]","[0.841, -2.058]"
1715,"[83.7, 62.39]","[1.114, -0.686]","[0.917, -2.187]"
1716,"[68.383, 43.263]","[0.928, -1.507]","[-2.128, 0.917]"
1717,"[77.356, 55.976]","[-0.567, 1.22]","[0.585, -2.273]"
1718,"[123.785, 108.894]","[-0.624, 0.513]","[0.915, -2.135]"
1719,"[83.715, 73.131]","[-0.613, 1.011]","[1.384, -2.246]"
1720,"[125.493, 79.057]","[-0.64, -0.001]","[2.232, -1.327]"
1721,"[95.675, 66.674]","[-0.091, -1.489]","[1.538, -2.063]"
1722,"[76.334, 37.622]","[0.69, -1.681]","[-1.204, 2.512]"
1723,"[87.594, 56.739]","[-1.203, 0.552]","[2.748, -0.419]"
1724,"[102.659, 79.193]","[-0.111, 0.791]","[-1.947, 1.404]"
1725,"[99.14, 80.239]","[1.662, 2.047]","[1.193, -1.422]"
