,Momenta,Eta,Phi
1380,"[250.079, 249.688]","[1.154, 1.712]","[-2.565, 0.718]"
1381,"[376.576, 125.184]","[0.445, 1.462]","[-2.944, 0.212]"
1382,"[240.884, 225.626]","[-0.746, -2.203]","[-2.953, 0.183]"
1383,"[203.82, 169.244]","[-0.676, 0.898]","[-3.126, 0.132]"
1384,"[325.0, 316.818]","[-0.708, -1.519]","[2.359, -0.854]"
1385,"[229.397, 198.792]","[-0.494, -1.675]","[2.223, -0.891]"
1386,"[576.239, 329.895]","[-0.667, 0.119]","[1.893, -0.033]"
1387,"[298.464, 214.007]","[0.136, 0.204]","[1.172, -2.139]"
1388,"[352.956, 174.531]","[-0.474, 0.098]","[-2.051, 0.576]"
1389,"[296.422, 231.49]","[-0.955, -0.92]","[1.928, -0.636]"
1390,"[330.186, 220.086]","[0.787, 0.662]","[-2.153, 1.747]"
1391,"[247.925, 241.195]","[0.172, 0.071]","[1.282, -1.992]"
1392,"[235.648, 178.48]","[-0.811, -2.084]","[2.563, -0.465]"
1393,"[276.236, 234.453]","[1.417, 1.447]","[0.36, -2.826]"
1394,"[205.733, 192.523]","[-1.868, -0.425]","[1.537, -1.193]"
1395,"[287.417, 214.822]","[0.71, 0.384]","[1.007, -2.308]"
1396,"[285.051, 188.071]","[1.153, -0.62]","[2.39, -0.126]"
1397,"[281.721, 219.946]","[1.184, 1.773]","[1.765, -1.143]"
1398,"[288.101, 213.455]","[-0.194, -0.318]","[0.718, -2.702]"
1399,"[205.769, 154.75]","[-0.084, 1.621]","[-2.412, 0.788]"
1400,"[249.346, 244.497]","[-0.079, -0.019]","[-0.734, 2.516]"
1401,"[240.375, 198.865]","[0.727, -0.366]","[-1.968, 1.065]"
1402,"[242.956, 226.787]","[-0.74, -1.183]","[-2.638, 0.546]"
1403,"[261.981, 208.173]","[1.879, 1.171]","[-2.283, 0.947]"
1404,"[264.009, 230.158]","[-1.754, -1.393]","[2.055, -0.851]"
1405,"[227.692, 223.706]","[-0.331, -1.049]","[0.426, -2.794]"
1406,"[265.257, 232.537]","[-0.772, -0.366]","[3.021, 0.27]"
1407,"[248.902, 245.09]","[-0.927, 0.223]","[0.798, -2.343]"
1408,"[231.443, 220.687]","[0.936, 0.004]","[-1.743, 1.395]"
1409,"[419.834, 295.966]","[0.769, 1.443]","[1.731, -1.793]"
1410,"[226.664, 200.097]","[-1.663, -0.588]","[-2.08, 1.014]"
1411,"[152.864, 34.37]","[-1.558, 2.293]","[-1.444, 0.162]"
1412,"[240.169, 220.999]","[-0.784, 0.067]","[2.668, -0.43]"
1413,"[262.544, 245.271]","[-0.198, -0.153]","[0.79, -2.192]"
1414,"[223.813, 209.686]","[-0.714, 0.182]","[-2.531, 0.509]"
1415,"[167.257, 119.596]","[0.536, -1.817]","[2.823, -0.538]"
1416,"[160.825, 146.986]","[1.679, -0.47]","[-1.084, 1.917]"
1417,"[362.389, 187.444]","[0.69, 0.12]","[-0.167, 2.079]"
1418,"[260.22, 235.654]","[0.096, -0.051]","[1.805, -1.702]"
1419,"[260.146, 236.738]","[-0.345, -0.312]","[1.524, -1.693]"
1420,"[268.312, 117.097]","[-0.308, -2.01]","[0.935, -2.071]"
1421,"[252.559, 243.866]","[1.083, 1.286]","[-0.517, 2.632]"
1422,"[235.639, 235.249]","[-0.187, -0.886]","[0.27, -2.876]"
1423,"[200.154, 191.938]","[-1.891, 0.313]","[-0.335, -2.739]"
1424,"[242.32, 234.731]","[1.109, 0.838]","[-0.828, 2.326]"
1425,"[402.966, 66.251]","[0.014, 2.09]","[0.744, -1.745]"
1426,"[296.695, 219.239]","[0.497, -0.083]","[-0.139, -2.583]"
1427,"[172.781, 156.199]","[1.97, 0.249]","[-2.211, 1.088]"
1428,"[250.503, 249.328]","[1.4, 1.292]","[2.026, -1.45]"
1429,"[191.023, 154.974]","[0.302, -1.498]","[1.774, -1.685]"
1430,"[239.639, 227.503]","[-0.313, -0.465]","[1.634, -1.729]"
1431,"[272.773, 231.114]","[-0.379, 0.012]","[2.237, -0.588]"
1432,"[281.423, 210.686]","[-0.99, -0.555]","[-0.048, -3.124]"
1433,"[231.785, 205.74]","[-0.326, 0.708]","[1.193, -1.847]"
1434,"[300.996, 235.182]","[-0.598, -0.832]","[-0.257, -3.101]"
1435,"[202.895, 201.968]","[1.137, -0.266]","[-1.275, 2.244]"
1436,"[274.615, 217.037]","[-1.572, -2.177]","[-1.879, 1.68]"
1437,"[281.669, 212.655]","[0.381, -0.379]","[-0.892, 2.873]"
1438,"[413.592, 189.524]","[1.411, 2.478]","[1.479, -1.809]"
1439,"[173.046, 169.687]","[-0.012, -2.249]","[-0.952, 2.148]"
1440,"[213.574, 210.708]","[-1.747, -0.467]","[-2.793, 0.902]"
1441,"[236.949, 162.877]","[-0.67, 0.008]","[1.619, -1.595]"
1442,"[230.286, 226.039]","[0.23, 0.996]","[0.192, -2.918]"
1443,"[253.947, 154.348]","[-0.053, -1.482]","[-1.924, 0.788]"
1444,"[220.607, 193.553]","[-1.548, -0.239]","[1.742, -1.352]"
1445,"[263.0, 178.367]","[0.09, 1.183]","[2.728, -0.144]"
1446,"[303.893, 215.287]","[-0.771, -1.06]","[-2.67, 0.901]"
1447,"[244.618, 239.937]","[0.758, 0.12]","[-0.368, 2.471]"
1448,"[276.298, 207.489]","[-0.065, -0.586]","[2.305, -0.851]"
1449,"[269.809, 227.947]","[-0.953, -1.047]","[-0.49, 2.683]"
1450,"[244.006, 216.876]","[0.013, -0.772]","[-2.397, 0.789]"
1451,"[251.992, 215.47]","[-0.347, -1.349]","[-2.99, -0.053]"
1452,"[313.893, 180.397]","[-0.537, -1.568]","[1.097, -1.197]"
1453,"[249.801, 147.156]","[-0.154, -1.848]","[0.375, -1.808]"
1454,"[268.904, 245.86]","[-0.4, -0.729]","[-3.137, 0.499]"
1455,"[305.842, 240.85]","[-1.081, 0.234]","[0.562, 1.812]"
1456,"[173.515, 155.688]","[-2.014, -0.038]","[2.369, -0.954]"
1457,"[294.284, 113.655]","[-0.743, 1.025]","[-2.449, 0.543]"
1458,"[198.935, 194.154]","[-1.48, -0.07]","[-2.383, 0.663]"
1459,"[312.782, 185.238]","[0.18, -0.597]","[-1.056, 1.323]"
1460,"[285.568, 229.724]","[-0.055, -0.045]","[-1.645, 1.479]"
1461,"[135.618, 112.79]","[-0.675, 1.913]","[-0.622, 2.598]"
1462,"[247.697, 180.553]","[0.005, -1.263]","[1.526, -0.981]"
1463,"[235.612, 217.008]","[0.41, 1.025]","[2.636, -0.334]"
1464,"[254.183, 228.22]","[0.807, -0.238]","[0.133, -2.036]"
1465,"[248.642, 239.592]","[-0.611, -0.069]","[-1.149, 1.87]"
1466,"[281.781, 249.422]","[1.058, 0.774]","[-2.365, 1.198]"
1467,"[221.252, 207.985]","[-1.117, -1.752]","[-1.497, 1.748]"
1468,"[238.94, 222.813]","[0.634, 1.477]","[2.84, -0.417]"
1469,"[246.186, 207.917]","[0.862, 1.823]","[-0.303, -3.112]"
1470,"[275.386, 257.98]","[1.262, 1.484]","[-1.009, 1.676]"
1471,"[485.721, 35.552]","[-0.956, 1.491]","[1.169, -0.779]"
1472,"[267.726, 197.999]","[0.387, 1.087]","[1.314, -1.969]"
1473,"[267.021, 225.404]","[1.008, 0.749]","[-0.634, 2.653]"
1474,"[310.746, 194.564]","[-0.152, 0.33]","[2.918, -0.711]"
1475,"[198.482, 160.995]","[1.26, -0.474]","[0.435, -2.835]"
1476,"[277.807, 243.867]","[0.324, 0.017]","[2.876, -0.422]"
1477,"[215.854, 204.429]","[1.838, 0.599]","[1.663, -1.599]"
1478,"[162.133, 119.106]","[-1.007, 1.376]","[-1.839, 0.584]"
1479,"[333.085, 215.126]","[0.18, -0.043]","[2.99, 0.435]"
1480,"[389.516, 220.331]","[0.944, 0.624]","[-0.976, -3.035]"
1481,"[276.727, 227.296]","[1.532, 0.723]","[-2.07, 1.917]"
1482,"[247.517, 242.51]","[-0.632, -0.222]","[-1.202, 1.989]"
1483,"[416.324, 94.001]","[-0.0, 1.376]","[-1.012, 2.034]"
1484,"[263.765, 229.569]","[0.321, 0.432]","[-2.545, 0.708]"
1485,"[188.769, 113.48]","[0.135, 2.407]","[2.84, -0.648]"
1486,"[253.76, 235.202]","[0.166, -0.389]","[-1.542, 1.253]"
1487,"[348.13, 169.167]","[0.733, -0.03]","[0.683, -1.864]"
1488,"[187.653, 154.73]","[0.004, 1.83]","[2.116, -0.989]"
1489,"[236.103, 219.842]","[-0.613, -1.258]","[-0.507, 2.456]"
1490,"[375.572, 241.461]","[-1.279, -1.145]","[1.16, 3.069]"
1491,"[316.175, 195.859]","[0.475, 0.775]","[1.914, -1.401]"
1492,"[175.714, 151.884]","[-0.781, -0.314]","[0.379, -2.365]"
1493,"[149.187, 139.548]","[0.516, -2.07]","[0.306, -0.874]"
1494,"[228.641, 215.4]","[-1.457, -0.207]","[0.854, -2.7]"
1495,"[261.299, 212.566]","[1.121, 0.349]","[2.661, 0.22]"
1496,"[219.504, 202.31]","[0.948, -0.26]","[-0.417, 2.731]"
1497,"[240.305, 227.879]","[0.751, 0.172]","[-0.65, 2.378]"
1498,"[183.283, 172.939]","[-0.64, 0.91]","[0.815, -2.389]"
1499,"[147.801, 132.505]","[0.186, -2.097]","[0.146, 2.801]"
1500,"[223.135, 215.506]","[-1.281, -0.399]","[2.086, -1.127]"
1501,"[248.513, 235.04]","[-1.346, -1.702]","[-2.422, 0.861]"
1502,"[254.109, 241.03]","[1.352, 1.505]","[-0.975, 2.254]"
1503,"[285.109, 219.205]","[-1.476, -1.244]","[-1.626, 1.122]"
1504,"[259.188, 231.004]","[1.561, 0.947]","[-2.173, 0.542]"
1505,"[281.458, 236.663]","[-1.028, -1.386]","[0.571, 3.095]"
1506,"[161.751, 156.693]","[2.099, 0.126]","[-1.807, 1.36]"
1507,"[264.174, 196.459]","[1.248, 0.017]","[1.171, -2.285]"
1508,"[235.689, 211.399]","[-1.971, -1.125]","[0.758, -2.346]"
1509,"[264.143, 223.686]","[-0.647, -1.137]","[-1.932, 1.345]"
1510,"[191.878, 178.63]","[0.271, -1.388]","[-0.623, 2.662]"
1511,"[87.189, 80.098]","[1.423, -2.062]","[-1.068, 1.91]"
1512,"[251.535, 242.739]","[-1.677, -1.817]","[-0.401, 2.743]"
1513,"[232.666, 216.509]","[0.067, -0.844]","[-2.512, 0.827]"
1514,"[286.917, 114.171]","[0.496, 2.277]","[1.377, -2.768]"
1515,"[270.018, 221.785]","[0.21, 0.48]","[2.302, -0.779]"
1516,"[244.657, 236.307]","[0.265, 0.875]","[2.959, -0.221]"
1517,"[269.079, 228.057]","[0.392, 0.076]","[-2.742, 0.347]"
1518,"[259.067, 182.886]","[-0.793, -1.875]","[0.456, -2.664]"
1519,"[451.627, 205.266]","[0.825, 1.67]","[-1.135, -2.701]"
1520,"[340.462, 169.393]","[0.554, -1.229]","[-3.024, 2.754]"
1521,"[251.688, 249.511]","[-1.28, -1.221]","[-1.261, 2.06]"
1522,"[331.422, 195.838]","[1.724, 0.207]","[-2.825, -0.164]"
1523,"[300.034, 182.767]","[0.814, 1.682]","[1.732, -1.744]"
1524,"[259.345, 243.964]","[-2.089, -2.135]","[0.834, -2.179]"
1525,"[299.858, 163.481]","[-2.008, -0.965]","[0.995, -1.912]"
1526,"[252.35, 244.663]","[-1.602, -1.707]","[-2.58, 0.473]"
1527,"[279.477, 218.358]","[0.727, 0.634]","[-1.446, 1.509]"
1528,"[256.141, 237.109]","[0.288, 0.032]","[-0.182, 3.049]"
1529,"[314.325, 248.413]","[-0.156, 0.651]","[-1.831, -0.021]"
1530,"[273.397, 244.949]","[0.357, 0.15]","[1.108, -2.453]"
1531,"[350.758, 182.301]","[1.388, 0.527]","[-0.961, 1.975]"
1532,"[240.615, 228.137]","[1.318, 1.673]","[2.58, -0.536]"
1533,"[259.479, 233.348]","[-0.825, -1.486]","[2.288, -0.338]"
1534,"[293.2, 252.357]","[0.875, 0.812]","[-1.133, 2.082]"
1535,"[265.118, 242.524]","[0.841, 0.839]","[-2.626, 0.525]"
1536,"[193.579, 161.757]","[0.901, -0.693]","[1.518, -1.843]"
1537,"[322.109, 205.8]","[0.288, -0.857]","[1.085, 2.932]"
1538,"[594.264, 86.198]","[1.358, 2.414]","[0.005, 2.456]"
1539,"[328.516, 165.036]","[-1.328, -0.719]","[-3.038, 0.06]"
1540,"[309.796, 178.556]","[1.69, 1.042]","[-0.627, 3.079]"
1541,"[331.283, 117.95]","[-1.907, -0.445]","[1.928, -2.211]"
1542,"[242.462, 238.941]","[-2.172, -1.572]","[0.381, -2.777]"
1543,"[253.427, 209.719]","[-0.646, -1.537]","[2.721, -0.444]"
1544,"[249.336, 224.62]","[1.082, 0.453]","[0.949, -2.256]"
1545,"[286.307, 211.43]","[1.215, 0.6]","[1.726, -1.171]"
1546,"[275.489, 197.933]","[-0.842, -1.487]","[-2.233, 0.993]"
1547,"[398.783, 189.463]","[-0.327, -1.04]","[1.142, 3.111]"
1548,"[183.814, 172.785]","[0.447, -1.324]","[-0.442, 2.416]"
1549,"[916.115, 121.584]","[-0.352, -1.543]","[-2.651, -1.86]"
1550,"[318.264, 237.042]","[-1.284, -0.669]","[-1.917, 2.327]"
1551,"[316.521, 165.014]","[-2.177, -1.22]","[1.047, -2.506]"
1552,"[465.297, 140.052]","[1.017, 0.798]","[1.626, -1.979]"
1553,"[223.529, 221.298]","[1.414, 0.511]","[-2.394, 0.777]"
1554,"[233.646, 232.64]","[1.058, 1.895]","[2.626, -0.332]"
1555,"[236.435, 228.601]","[-1.603, -0.809]","[1.682, -1.486]"
1556,"[267.948, 244.812]","[-0.142, -0.384]","[-0.541, 3.056]"
1557,"[343.923, 135.625]","[0.787, -0.333]","[0.666, -2.851]"
1558,"[270.331, 209.343]","[-1.681, -0.738]","[-3.102, 0.649]"
1559,"[195.352, 165.38]","[-0.337, -2.029]","[-2.406, 0.708]"
1560,"[227.054, 205.935]","[0.623, 1.625]","[2.945, -0.096]"
1561,"[322.545, 264.745]","[0.916, 0.908]","[1.952, -2.287]"
1562,"[211.695, 175.324]","[0.003, -1.52]","[2.688, 0.238]"
1563,"[468.301, 115.696]","[-1.814, -0.29]","[1.069, 2.502]"
1564,"[264.04, 217.326]","[1.443, 0.935]","[1.74, -1.731]"
1565,"[216.74, 174.057]","[0.833, 2.278]","[-1.33, 1.758]"
1566,"[276.124, 218.983]","[-0.593, -1.142]","[2.827, 0.133]"
1567,"[618.355, 85.328]","[-0.042, -1.211]","[-0.013, 1.895]"
1568,"[324.426, 225.239]","[-0.494, -1.012]","[1.01, 3.13]"
1569,"[358.606, 152.884]","[-1.406, -0.719]","[0.257, -2.861]"
1570,"[263.244, 236.061]","[0.079, 0.053]","[0.289, -2.744]"
1571,"[358.361, 251.69]","[-1.039, -0.9]","[-2.851, -0.643]"
1572,"[231.285, 227.883]","[-1.288, -0.408]","[-1.11, 2.007]"
1573,"[198.167, 191.044]","[-0.408, 0.677]","[2.09, -1.013]"
1574,"[249.288, 243.675]","[-0.015, -0.258]","[-2.891, 0.307]"
1575,"[445.047, 236.663]","[1.453, 0.227]","[1.528, 2.11]"
1576,"[226.992, 211.387]","[0.267, -0.795]","[-1.177, 2.004]"
1577,"[168.282, 160.95]","[0.489, 2.23]","[-0.806, 2.418]"
1578,"[238.837, 136.584]","[-1.499, 0.392]","[0.255, -1.766]"
1579,"[253.783, 221.214]","[0.155, 0.682]","[0.774, -2.303]"
1580,"[209.042, 182.42]","[-0.106, 1.331]","[-2.613, 0.042]"
1581,"[241.745, 237.707]","[0.293, 0.845]","[-0.184, 2.956]"
1582,"[278.886, 246.766]","[0.927, 0.761]","[-2.831, 0.959]"
1583,"[308.713, 216.442]","[0.256, 0.163]","[-2.655, 0.354]"
1584,"[354.872, 205.811]","[1.658, 1.702]","[1.441, -2.446]"
1585,"[693.351, 184.05]","[0.917, 1.76]","[3.122, -1.913]"
1586,"[223.282, 202.164]","[0.815, -0.32]","[1.841, -1.221]"
1587,"[231.197, 223.007]","[1.915, 0.66]","[-0.116, 3.084]"
1588,"[192.585, 139.207]","[0.098, 2.114]","[-1.804, 0.833]"
1589,"[321.206, 118.041]","[-0.812, 0.739]","[-0.668, 2.917]"
1590,"[267.201, 235.982]","[1.144, 0.605]","[0.502, -2.748]"
1591,"[341.486, 323.946]","[1.592, 1.89]","[-1.912, 1.254]"
1592,"[269.782, 197.701]","[-0.692, -1.729]","[1.899, -1.937]"
1593,"[224.646, 212.154]","[-1.143, -0.159]","[0.4, -2.897]"
1594,"[331.336, 296.464]","[0.162, -0.387]","[2.903, -0.165]"
1595,"[268.975, 249.957]","[0.011, -0.175]","[1.383, -1.845]"
1596,"[257.073, 239.848]","[0.08, 0.446]","[2.493, -0.618]"
1597,"[213.316, 194.068]","[-1.004, 0.422]","[2.043, -1.09]"
1598,"[234.65, 234.003]","[-1.417, -0.63]","[2.844, -0.258]"
1599,"[267.726, 121.552]","[-0.864, 0.64]","[-1.747, 0.94]"
1600,"[295.802, 185.901]","[0.83, -0.072]","[0.77, -2.201]"
1601,"[283.078, 136.239]","[-0.941, -2.396]","[2.515, -0.381]"
1602,"[253.819, 90.092]","[-1.429, 0.865]","[2.259, -0.583]"
1603,"[284.799, 224.869]","[0.174, -0.693]","[-0.254, 2.187]"
1604,"[178.403, 163.762]","[1.929, -0.09]","[-1.612, 1.676]"
1605,"[167.687, 156.981]","[-1.109, 0.768]","[1.25, -1.991]"
1606,"[110.238, 78.538]","[1.133, -2.194]","[-2.835, -0.03]"
1607,"[247.326, 245.835]","[0.867, 0.383]","[-2.844, 0.355]"
1608,"[365.409, 166.941]","[-0.971, -0.629]","[2.285, -1.164]"
1609,"[289.584, 228.263]","[0.137, 0.651]","[1.575, -1.513]"
1610,"[328.529, 167.393]","[-0.054, 0.836]","[-0.778, 1.794]"
1611,"[253.961, 194.697]","[1.72, 0.782]","[-2.076, 1.271]"
1612,"[312.409, 193.289]","[0.827, 0.9]","[2.585, -0.799]"
1613,"[292.893, 155.963]","[-0.741, 0.322]","[-2.563, 0.768]"
1614,"[241.658, 178.183]","[-0.581, -1.782]","[1.845, -1.331]"
1615,"[225.679, 214.699]","[-0.065, -0.635]","[1.78, -1.406]"
1616,"[254.456, 217.63]","[-1.174, -1.777]","[2.627, -0.709]"
1617,"[237.852, 227.859]","[0.137, -0.556]","[-1.096, 1.663]"
1618,"[229.12, 184.833]","[1.174, -0.072]","[-0.89, 2.629]"
1619,"[251.977, 185.756]","[1.776, 0.848]","[-0.256, 2.67]"
1620,"[350.9, 182.349]","[-0.316, 0.191]","[0.967, -2.723]"
1621,"[227.113, 191.231]","[0.865, -0.358]","[-0.891, 2.287]"
1622,"[264.666, 153.918]","[0.318, 1.687]","[1.491, -1.874]"
1623,"[282.955, 204.477]","[-1.208, -0.304]","[2.713, -0.307]"
1624,"[303.499, 240.988]","[-0.59, -0.469]","[1.747, -1.191]"
1625,"[455.045, 269.126]","[0.117, -0.065]","[-0.712, -2.267]"
1626,"[225.077, 165.35]","[-0.547, 0.284]","[-0.812, -2.758]"
1627,"[232.434, 216.699]","[-0.968, -1.211]","[-0.603, 2.491]"
1628,"[243.291, 237.33]","[-0.951, -1.682]","[1.067, -2.599]"
1629,"[467.02, 143.293]","[1.662, 1.334]","[2.545, 0.069]"
1630,"[199.867, 191.22]","[-0.048, -1.879]","[-2.137, 2.474]"
1631,"[210.534, 172.256]","[-1.936, -0.366]","[0.418, -2.726]"
1632,"[234.247, 226.937]","[0.478, 1.336]","[2.271, -0.555]"
1633,"[253.257, 251.222]","[-0.467, -0.611]","[3.095, -0.145]"
1634,"[253.416, 234.602]","[1.454, 2.055]","[2.366, -0.708]"
1635,"[223.878, 190.994]","[0.798, -0.689]","[-2.11, 0.576]"
1636,"[197.485, 163.874]","[0.392, 2.039]","[0.804, -2.865]"
1637,"[275.927, 250.221]","[-0.742, -0.899]","[-2.961, 0.255]"
1638,"[245.568, 237.43]","[-1.091, -1.776]","[0.948, -2.756]"
1639,"[178.453, 177.955]","[-0.236, 1.549]","[-2.712, 0.544]"
1640,"[281.091, 240.805]","[-0.515, -0.83]","[0.902, -1.972]"
1641,"[232.856, 232.756]","[-0.433, -1.252]","[-2.272, 0.816]"
1642,"[164.193, 153.509]","[2.443, 0.365]","[-0.935, 2.086]"
1643,"[330.831, 174.164]","[-0.095, -0.838]","[2.161, -1.466]"
1644,"[232.971, 200.844]","[-0.802, -0.59]","[-0.725, 2.394]"
1645,"[246.705, 234.832]","[0.051, 0.56]","[-2.991, 0.357]"
1646,"[375.125, 262.725]","[0.836, 0.999]","[0.088, -2.699]"
1647,"[255.606, 241.101]","[-1.394, -1.218]","[-1.212, 2.118]"
1648,"[283.152, 209.845]","[-1.166, -0.828]","[-1.254, 2.262]"
1649,"[236.007, 166.791]","[0.278, 1.432]","[-2.949, -0.144]"
1650,"[217.501, 208.53]","[-1.32, -0.129]","[0.01, 2.745]"
1651,"[249.104, 219.059]","[0.554, -0.231]","[-0.732, 2.301]"
1652,"[162.585, 129.24]","[-1.721, 0.563]","[0.859, -2.471]"
1653,"[250.778, 242.1]","[1.39, 1.667]","[-1.156, 1.999]"
1654,"[203.409, 167.142]","[-0.129, 1.724]","[2.167, -2.162]"
1655,"[142.687, 138.667]","[0.001, 2.03]","[-1.327, 1.835]"
1656,"[268.481, 231.415]","[-1.08, -1.014]","[0.5, -2.705]"
1657,"[299.923, 209.911]","[0.873, 0.632]","[-2.808, -0.063]"
1658,"[214.657, 214.251]","[-0.987, -2.039]","[-2.463, 0.679]"
1659,"[300.994, 178.038]","[1.333, 0.41]","[-2.771, 0.722]"
1660,"[257.968, 251.907]","[-0.501, -0.588]","[-2.803, 0.234]"
1661,"[219.987, 208.949]","[-0.636, -1.662]","[-2.405, 0.881]"
1662,"[197.678, 21.121]","[-1.666, -1.212]","[1.318, 2.182]"
1663,"[271.302, 237.892]","[0.099, 0.309]","[-0.577, 2.379]"
1664,"[223.997, 178.537]","[0.056, -1.874]","[-0.704, 2.374]"
1665,"[254.542, 248.836]","[-0.663, -0.39]","[-1.124, 1.662]"
1666,"[257.091, 253.446]","[-1.486, -1.304]","[-2.904, 0.346]"
1667,"[242.894, 242.811]","[0.622, 0.965]","[-0.784, 2.398]"
1668,"[195.586, 125.333]","[0.94, -1.241]","[-0.099, -2.322]"
1669,"[295.211, 194.329]","[0.147, 0.779]","[-0.127, 2.66]"
1670,"[367.669, 87.25]","[-0.692, 1.097]","[0.263, -2.666]"
1671,"[249.729, 245.283]","[-0.083, 0.122]","[-2.695, 0.258]"
1672,"[264.312, 144.238]","[0.134, -1.265]","[0.587, -2.416]"
1673,"[233.216, 217.211]","[-0.069, -1.058]","[2.257, -0.88]"
1674,"[335.841, 123.668]","[-0.558, -2.373]","[-1.187, 0.195]"
1675,"[257.924, 256.022]","[-0.333, -0.542]","[-1.253, 1.976]"
1676,"[259.182, 215.278]","[-0.382, -1.112]","[-0.949, 2.399]"
1677,"[215.435, 209.054]","[-1.303, -0.082]","[0.337, -2.875]"
1678,"[152.175, 103.273]","[-1.859, 0.968]","[-1.783, 1.343]"
1679,"[233.574, 231.282]","[2.028, 1.331]","[2.784, -0.365]"
1680,"[193.603, 147.281]","[-1.661, 0.204]","[0.072, -3.126]"
1681,"[263.899, 239.522]","[-1.115, -0.863]","[2.736, -0.591]"
1682,"[203.283, 193.846]","[-0.701, 0.818]","[2.531, 0.025]"
1683,"[200.858, 168.826]","[1.551, -0.194]","[-1.639, 1.982]"
1684,"[418.61, 156.88]","[0.126, -0.222]","[2.685, -0.91]"
1685,"[272.769, 238.409]","[0.173, 0.246]","[-1.8, 0.95]"
1686,"[290.169, 148.978]","[-0.789, 0.433]","[0.339, -2.887]"
1687,"[221.311, 117.726]","[0.178, -1.84]","[-2.051, 1.123]"
1688,"[193.757, 186.944]","[-0.754, -2.343]","[-2.186, 0.798]"
1689,"[236.881, 234.469]","[0.471, 1.167]","[0.493, -2.528]"
1690,"[295.201, 213.374]","[-0.54, -0.35]","[-0.556, 2.201]"
1691,"[252.992, 244.091]","[-0.544, -0.76]","[-2.645, 0.48]"
1692,"[273.209, 205.722]","[-0.371, -1.067]","[-2.425, 0.643]"
1693,"[324.159, 197.261]","[0.061, -0.055]","[1.628, -1.616]"
1694,"[292.924, 148.568]","[0.029, 1.239]","[-1.181, 2.474]"
1695,"[227.034, 201.536]","[-0.024, 1.085]","[-3.134, -0.243]"
1696,"[296.556, 166.009]","[0.429, -0.604]","[-2.463, 1.122]"
1697,"[270.454, 213.522]","[0.077, -0.397]","[0.22, -3.0]"
1698,"[139.695, 134.829]","[1.088, -1.239]","[1.394, -1.431]"
1699,"[514.852, 410.097]","[-1.16, -0.29]","[-2.687, 1.136]"
1700,"[264.102, 225.463]","[1.353, 1.408]","[0.887, -2.016]"
1701,"[260.108, 196.073]","[-0.748, 0.352]","[-1.594, 2.105]"
1702,"[115.933, 106.883]","[1.156, -1.747]","[-0.238, 2.788]"
1703,"[344.103, 189.714]","[0.714, 0.912]","[-0.881, 1.685]"
1704,"[222.701, 182.33]","[-1.396, -0.058]","[1.96, -1.099]"
1705,"[325.669, 176.995]","[1.202, 0.598]","[1.831, -1.144]"
1706,"[245.399, 153.841]","[-1.833, -0.311]","[0.423, -2.865]"
1707,"[193.621, 164.913]","[-0.777, 0.836]","[1.934, -1.17]"
1708,"[248.801, 248.771]","[1.297, 1.097]","[0.683, -2.438]"
1709,"[279.816, 135.48]","[-0.091, -1.552]","[-1.608, 1.778]"
1710,"[392.134, 125.73]","[-0.364, -1.521]","[0.254, 2.761]"
1711,"[240.347, 206.17]","[0.372, 1.817]","[-0.401, 2.799]"
1712,"[240.747, 234.583]","[-0.953, -0.272]","[0.688, -2.289]"
1713,"[271.637, 202.245]","[-0.518, -1.047]","[0.001, -2.769]"
1714,"[283.509, 224.52]","[-1.267, -0.159]","[1.515, -2.475]"
1715,"[295.219, 209.632]","[-0.404, -0.188]","[-1.938, 1.434]"
1716,"[255.382, 246.861]","[2.442, 2.349]","[-1.742, 1.401]"
1717,"[222.116, 192.176]","[-1.382, -0.138]","[1.582, -1.811]"
1718,"[251.476, 210.318]","[2.124, 1.265]","[-1.716, 1.608]"
1719,"[242.657, 233.762]","[0.529, 0.052]","[1.156, -2.028]"
1720,"[246.32, 241.537]","[0.284, 0.83]","[2.373, -0.786]"
1721,"[237.846, 210.808]","[-2.103, -1.164]","[0.837, -2.133]"
1722,"[258.854, 249.911]","[-1.837, -1.405]","[-0.931, 2.309]"
1723,"[261.996, 240.744]","[-0.505, -0.569]","[-0.676, 2.323]"
1724,"[125.315, 117.145]","[-0.75, 2.067]","[-1.836, 1.053]"
1725,"[322.156, 160.258]","[-0.176, -1.236]","[0.228, 2.907]"
1726,"[247.247, 192.732]","[-0.034, 0.391]","[2.585, -0.136]"
1727,"[278.21, 192.029]","[-1.562, -0.728]","[0.207, -2.969]"
1728,"[245.652, 231.11]","[-1.11, -0.564]","[-0.735, 2.362]"
1729,"[263.303, 176.196]","[-0.275, 0.564]","[-1.761, 1.694]"
1730,"[259.893, 233.705]","[-0.69, -0.416]","[0.748, -2.507]"
1731,"[360.79, 330.104]","[0.786, 0.337]","[2.6, 1.085]"
1732,"[196.741, 189.506]","[-0.911, 0.571]","[-1.388, 1.745]"
1733,"[180.95, 171.805]","[-0.218, -2.06]","[-2.094, 0.145]"
1734,"[519.194, 265.52]","[0.677, 0.416]","[-0.336, -1.795]"
1735,"[260.704, 226.816]","[0.516, -0.013]","[-0.887, 2.277]"
1736,"[240.182, 225.184]","[-0.583, -1.131]","[1.681, -1.479]"
1737,"[410.83, 239.677]","[0.77, 1.152]","[1.2, -0.677]"
