,Momenta,Eta,Phi
2870,"[727.351, 362.76]","[-0.614, -0.782]","[-1.839, 0.952]"
2871,"[470.646, 417.549]","[-0.119, 0.998]","[2.642, -1.062]"
2872,"[724.098, 348.875]","[-0.0, 0.304]","[2.983, -0.592]"
2873,"[436.875, 433.4]","[0.529, -0.511]","[-0.329, 2.881]"
2874,"[655.498, 389.369]","[0.002, -0.427]","[1.615, -0.921]"
2875,"[444.69, 349.016]","[1.398, -0.066]","[2.438, -0.795]"
2876,"[747.45, 349.493]","[0.654, -0.486]","[1.254, -0.537]"
2877,"[505.51, 500.854]","[0.072, 0.2]","[1.126, -2.107]"
2878,"[424.348, 139.536]","[-0.197, 2.491]","[-0.997, 2.497]"
2879,"[508.172, 472.684]","[0.221, -0.155]","[-0.134, 2.993]"
2880,"[457.456, 381.385]","[0.721, -0.453]","[-1.342, 1.83]"
2881,"[463.325, 344.84]","[0.773, -0.586]","[2.696, -0.214]"
2882,"[323.327, 237.631]","[-1.413, 0.981]","[1.291, -2.315]"
2883,"[510.822, 471.344]","[0.483, 0.462]","[1.348, -1.85]"
2884,"[289.378, 283.909]","[1.785, -0.531]","[2.264, -0.664]"
2885,"[525.821, 476.459]","[-0.35, -0.557]","[-2.031, 1.125]"
2886,"[488.252, 459.894]","[-1.573, -1.255]","[0.622, -2.435]"
2887,"[614.048, 392.711]","[-0.714, -0.494]","[2.074, -1.098]"
2888,"[493.52, 481.638]","[1.759, 1.24]","[1.304, -1.893]"
2889,"[530.29, 487.448]","[0.409, 0.897]","[1.603, -1.453]"
2890,"[334.507, 327.706]","[-0.521, 1.409]","[0.914, -2.124]"
2891,"[513.66, 463.78]","[-0.645, -0.953]","[0.974, -2.069]"
2892,"[459.588, 308.95]","[1.029, -0.527]","[-2.311, 0.981]"
2893,"[380.545, 299.079]","[0.449, -1.438]","[-2.712, 0.652]"
2894,"[520.893, 480.94]","[0.394, 0.15]","[2.843, -0.264]"
2895,"[581.463, 456.595]","[0.202, 0.231]","[0.652, -2.406]"
2896,"[309.099, 243.024]","[-0.072, 2.334]","[-0.177, -3.008]"
2897,"[501.154, 476.043]","[-1.577, -1.564]","[0.461, -2.675]"
2898,"[427.428, 395.069]","[-0.251, 1.4]","[2.695, -1.084]"
2899,"[513.007, 473.304]","[-1.19, -0.844]","[-1.434, 1.456]"
2900,"[490.786, 375.527]","[-0.245, -1.503]","[-0.535, -3.048]"
2901,"[583.429, 413.946]","[0.527, 0.096]","[-0.989, 2.259]"
2902,"[502.76, 479.225]","[-0.061, -0.355]","[-2.378, 0.758]"
2903,"[498.852, 360.239]","[0.021, -1.176]","[-0.836, 2.666]"
2904,"[599.02, 387.88]","[0.342, -0.115]","[-2.75, -0.241]"
2905,"[507.89, 483.056]","[-0.413, -0.535]","[1.575, -1.666]"
2906,"[830.396, 407.06]","[-0.234, 0.092]","[-1.86, 2.42]"
2907,"[655.152, 368.021]","[-0.876, -0.627]","[-2.539, 0.725]"
2908,"[338.815, 279.218]","[-1.217, 0.95]","[0.411, -2.602]"
2909,"[237.337, 216.998]","[1.404, -1.443]","[2.587, -0.522]"
2910,"[730.208, 419.661]","[1.046, 0.796]","[2.674, 0.46]"
2911,"[412.708, 381.178]","[-0.671, 0.416]","[2.758, -0.449]"
2912,"[628.799, 355.949]","[0.076, -0.487]","[2.417, -0.833]"
2913,"[388.853, 362.215]","[0.511, -1.064]","[-1.486, 1.486]"
2914,"[305.29, 151.197]","[-0.681, 2.318]","[1.645, -0.766]"
2915,"[468.907, 466.982]","[-0.481, -1.198]","[1.365, -1.691]"
2916,"[377.083, 319.265]","[0.606, -1.243]","[1.307, -2.126]"
2917,"[421.312, 410.567]","[-0.734, 0.582]","[-1.505, 1.607]"
2918,"[439.603, 405.213]","[1.033, -0.098]","[2.715, -0.427]"
2919,"[524.343, 419.639]","[0.386, 0.989]","[-2.332, 0.777]"
2920,"[503.985, 483.437]","[-0.537, -1.028]","[-0.621, 2.832]"
2921,"[796.05, 317.712]","[-0.087, -0.199]","[0.242, -2.975]"
2922,"[241.938, 240.489]","[-1.127, 1.586]","[0.797, -2.315]"
2923,"[491.617, 472.74]","[-0.218, -0.563]","[-1.869, 1.332]"
2924,"[460.551, 436.692]","[-1.973, -1.039]","[-1.211, 1.999]"
2925,"[205.689, 176.161]","[-1.51, 1.721]","[1.237, -1.646]"
2926,"[369.585, 284.477]","[-1.246, 0.81]","[-0.917, 2.382]"
2927,"[516.245, 477.89]","[-0.721, -0.273]","[0.064, -2.911]"
2928,"[368.289, 358.158]","[0.879, -0.865]","[-1.101, 2.63]"
2929,"[441.868, 401.173]","[-0.882, 0.426]","[0.932, -2.653]"
2930,"[500.949, 497.329]","[-0.547, -0.851]","[-2.382, 0.746]"
2931,"[424.118, 410.501]","[0.059, 1.342]","[0.438, -2.705]"
2932,"[460.87, 428.429]","[0.445, 1.513]","[-0.609, 2.877]"
2933,"[392.636, 369.603]","[1.867, -0.059]","[2.3, -0.878]"
2934,"[389.38, 341.316]","[1.358, -0.335]","[1.026, -2.146]"
2935,"[492.106, 485.955]","[0.927, 1.405]","[-0.746, 2.339]"
2936,"[529.012, 462.251]","[0.112, -0.431]","[1.852, -1.257]"
2937,"[397.446, 360.885]","[-1.284, 0.506]","[0.783, -1.243]"
2938,"[505.25, 484.967]","[-0.053, -0.467]","[-0.767, 2.636]"
2939,"[301.103, 287.883]","[0.794, -1.459]","[1.261, -2.167]"
2940,"[503.445, 445.62]","[-0.206, -0.986]","[1.625, -1.771]"
2941,"[498.527, 491.406]","[0.341, 0.112]","[-1.474, 1.696]"
2942,"[278.18, 266.458]","[-0.998, 1.384]","[0.478, -2.585]"
2943,"[496.884, 491.732]","[-0.362, 0.189]","[-0.447, 2.64]"
2944,"[501.8, 489.83]","[-1.283, -1.008]","[1.437, -1.723]"
2945,"[447.347, 429.518]","[-1.404, -0.368]","[0.184, 2.937]"
2946,"[392.754, 374.286]","[0.711, -0.83]","[2.208, -0.97]"
2947,"[385.428, 343.321]","[-0.229, -1.942]","[-2.345, 0.767]"
2948,"[523.247, 512.418]","[-0.093, -0.253]","[-2.345, 0.714]"
2949,"[380.893, 374.345]","[0.198, -1.363]","[2.25, -0.871]"
2950,"[364.728, 271.871]","[-1.138, 0.887]","[2.289, -0.993]"
2951,"[401.454, 392.433]","[0.17, -1.246]","[-0.272, 2.748]"
2952,"[429.382, 222.204]","[1.215, -0.883]","[0.545, -2.0]"
2953,"[628.931, 484.751]","[-0.541, -0.906]","[1.226, -3.067]"
2954,"[521.48, 354.743]","[-0.531, 0.658]","[0.695, -1.829]"
2955,"[392.04, 379.096]","[-0.908, 0.677]","[-2.302, 0.608]"
2956,"[455.417, 328.136]","[-1.263, -0.343]","[1.055, -2.267]"
2957,"[550.235, 414.731]","[0.045, -0.527]","[-1.208, 1.902]"
2958,"[598.817, 413.86]","[-0.977, -0.986]","[-2.497, 0.675]"
2959,"[497.11, 439.647]","[1.102, 0.415]","[0.88, -2.377]"
2960,"[363.243, 354.682]","[1.286, -0.396]","[2.981, -0.156]"
2961,"[498.48, 479.05]","[0.544, 0.292]","[-1.181, 1.851]"
2962,"[399.584, 367.362]","[0.129, -1.435]","[2.219, -0.847]"
2963,"[538.608, 456.533]","[-0.459, -0.135]","[1.671, -1.242]"
2964,"[439.624, 401.398]","[0.047, 1.18]","[0.851, -2.297]"
2965,"[349.797, 329.512]","[-0.817, 1.028]","[-2.24, 0.829]"
2966,"[379.736, 353.59]","[0.491, -1.148]","[-0.735, 2.423]"
2967,"[542.918, 396.279]","[-0.846, 0.048]","[0.685, -2.793]"
2968,"[442.099, 365.661]","[1.876, 0.529]","[2.573, -0.403]"
2969,"[252.697, 209.941]","[0.324, -2.477]","[-2.66, 0.549]"
2970,"[541.803, 443.36]","[-0.619, -0.101]","[2.641, -0.69]"
2971,"[245.189, 198.805]","[0.764, -1.431]","[0.211, 2.097]"
2972,"[483.13, 468.422]","[-1.939, -1.35]","[2.115, -0.865]"
2973,"[528.007, 457.332]","[1.549, 1.147]","[1.133, -1.983]"
2974,"[494.998, 412.611]","[-0.498, 0.411]","[-1.228, 1.986]"
2975,"[170.699, 154.482]","[1.167, -2.391]","[2.79, -0.534]"
2976,"[829.034, 304.492]","[-0.283, -0.179]","[1.082, -1.823]"
2977,"[541.595, 367.342]","[0.482, 1.669]","[0.762, -2.526]"
2978,"[490.987, 448.589]","[0.971, 0.37]","[1.644, -1.58]"
2979,"[545.69, 470.533]","[-0.261, -0.381]","[2.619, -0.442]"
2980,"[560.863, 419.557]","[1.171, 1.642]","[2.107, -0.845]"
2981,"[543.296, 465.575]","[-0.791, -0.743]","[0.691, -2.924]"
2982,"[310.217, 173.826]","[-0.834, 1.108]","[-1.96, 1.151]"
2983,"[506.187, 449.202]","[0.147, 0.754]","[0.524, -2.781]"
2984,"[393.519, 283.53]","[0.535, -1.361]","[1.379, -1.66]"
2985,"[658.779, 382.189]","[0.174, 0.455]","[2.923, 0.082]"
2986,"[489.956, 471.771]","[-1.487, -0.733]","[-1.984, 0.627]"
2987,"[519.022, 495.498]","[-0.647, -0.534]","[-2.891, 0.233]"
2988,"[589.279, 393.453]","[0.724, 0.22]","[-1.051, 2.48]"
2989,"[487.319, 478.405]","[-1.195, -0.738]","[2.889, -0.378]"
2990,"[501.081, 494.371]","[0.498, 0.612]","[0.263, -2.943]"
2991,"[538.58, 397.476]","[-0.401, 0.543]","[-2.469, 1.135]"
2992,"[512.248, 485.059]","[-1.326, -1.561]","[-1.861, 1.348]"
2993,"[479.878, 456.407]","[0.726, -0.007]","[0.079, -2.946]"
2994,"[481.543, 419.624]","[-0.561, 0.341]","[0.659, -2.238]"
2995,"[543.688, 487.753]","[-0.333, 0.081]","[-1.628, 2.14]"
2996,"[312.267, 260.924]","[1.284, -1.14]","[-2.973, -0.119]"
2997,"[419.663, 416.046]","[-0.084, -1.265]","[-1.251, 1.764]"
2998,"[451.807, 126.191]","[1.143, 2.368]","[1.505, -1.667]"
2999,"[522.49, 479.338]","[-1.219, -1.292]","[-1.364, 1.873]"
3000,"[511.226, 419.425]","[-0.533, 0.115]","[-1.061, 2.143]"
3001,"[344.991, 317.75]","[0.079, -2.126]","[-1.186, 0.888]"
3002,"[403.756, 327.595]","[0.336, -1.385]","[1.299, -2.045]"
3003,"[475.519, 456.015]","[0.677, -0.08]","[0.625, -2.523]"
3004,"[529.971, 504.908]","[-0.587, -0.541]","[-0.091, -2.703]"
3005,"[509.52, 484.898]","[0.341, 0.605]","[2.245, -0.922]"
3006,"[525.571, 449.114]","[0.255, -0.249]","[1.815, -1.38]"
3007,"[499.93, 496.94]","[0.368, 0.001]","[0.234, -3.003]"
3008,"[562.908, 435.787]","[-0.216, 0.489]","[2.316, -1.398]"
3009,"[440.092, 436.119]","[-0.077, 0.976]","[2.377, -0.774]"
3010,"[525.224, 398.713]","[-0.034, 0.879]","[0.38, -3.09]"
3011,"[323.511, 296.304]","[-1.058, 1.057]","[-1.44, 1.601]"
3012,"[413.28, 51.307]","[-1.068, 0.171]","[2.151, -0.859]"
3013,"[780.746, 197.653]","[1.016, -0.483]","[0.796, -1.762]"
3014,"[350.198, 199.688]","[-0.873, 1.633]","[2.182, -1.201]"
3015,"[507.449, 481.07]","[-1.212, -0.973]","[-2.117, 0.993]"
3016,"[490.146, 443.334]","[-0.25, -1.033]","[-1.062, 1.868]"
3017,"[477.978, 445.899]","[-1.048, -1.859]","[-2.666, 0.443]"
3018,"[455.258, 353.698]","[-0.015, 1.384]","[1.619, -1.132]"
3019,"[509.218, 484.712]","[-0.315, -0.033]","[1.534, -1.461]"
3020,"[496.437, 488.312]","[-0.696, -0.312]","[-2.946, 0.192]"
3021,"[594.235, 449.823]","[0.621, 0.407]","[3.132, -0.346]"
3022,"[516.565, 441.544]","[0.992, 1.648]","[-2.432, 1.001]"
3023,"[494.212, 443.631]","[0.501, 1.263]","[-0.975, 2.17]"
3024,"[545.312, 415.318]","[0.523, 1.168]","[-2.601, 0.62]"
3025,"[563.626, 463.555]","[0.339, -0.524]","[-2.022, 2.168]"
3026,"[388.129, 374.224]","[-0.859, 0.638]","[1.544, -1.288]"
3027,"[453.281, 449.34]","[-0.667, 0.033]","[-1.722, 1.344]"
3028,"[473.485, 473.036]","[-0.731, -0.455]","[-2.211, 0.933]"
3029,"[488.092, 484.723]","[-0.464, -0.163]","[1.165, -1.999]"
3030,"[514.155, 432.831]","[-1.349, -2.029]","[1.94, -1.303]"
3031,"[699.774, 362.045]","[0.186, 0.253]","[1.939, -0.901]"
3032,"[491.79, 411.061]","[-0.042, 1.032]","[-0.699, 1.85]"
3033,"[532.806, 454.525]","[-0.033, -0.097]","[-0.511, 2.732]"
3034,"[463.989, 447.227]","[-0.699, -1.598]","[-2.699, 0.264]"
3035,"[355.148, 340.277]","[0.883, -0.996]","[2.622, -0.683]"
3036,"[689.664, 413.992]","[0.667, 0.922]","[2.614, 0.193]"
3037,"[482.29, 474.949]","[-0.699, -1.253]","[-0.525, 2.588]"
3038,"[655.279, 377.282]","[-0.73, -0.087]","[0.791, -1.806]"
3039,"[707.105, 340.728]","[-0.214, 0.242]","[1.22, -1.73]"
3040,"[697.084, 342.944]","[-1.184, -0.543]","[-0.192, 2.462]"
3041,"[272.238, 256.458]","[1.611, 1.736]","[2.956, 1.77]"
3042,"[500.067, 488.87]","[0.115, -0.223]","[1.52, -1.649]"
3043,"[521.701, 399.674]","[-0.592, 0.338]","[-1.051, 2.111]"
3044,"[463.345, 357.869]","[0.698, -0.633]","[0.981, -2.309]"
3045,"[498.81, 394.482]","[0.564, -0.329]","[2.939, -0.34]"
3046,"[528.247, 452.035]","[-0.692, -0.197]","[1.567, -1.511]"
3047,"[490.251, 431.067]","[0.652, -0.24]","[1.214, -1.588]"
3048,"[449.909, 447.252]","[1.22, 0.698]","[-2.4, 0.54]"
3049,"[564.347, 463.64]","[-0.637, -0.762]","[0.49, 3.12]"
3050,"[411.065, 386.537]","[-0.281, 1.035]","[2.333, -0.714]"
3051,"[441.619, 405.18]","[-1.22, -0.006]","[2.684, -0.361]"
3052,"[458.121, 419.401]","[0.442, -0.488]","[-1.819, 1.193]"
3053,"[524.633, 405.311]","[-0.646, 0.176]","[-1.578, 1.248]"
3054,"[443.886, 438.878]","[0.751, -0.254]","[1.043, -1.891]"
3055,"[537.376, 457.355]","[0.699, 0.479]","[2.592, -0.592]"
3056,"[618.839, 413.742]","[-0.754, -0.365]","[-0.224, 2.963]"
3057,"[344.619, 328.365]","[0.629, -1.31]","[-0.863, 2.435]"
3058,"[534.74, 447.423]","[0.443, 0.737]","[-2.598, 0.73]"
3059,"[414.924, 384.807]","[0.345, 1.714]","[0.11, 3.086]"
3060,"[443.538, 419.901]","[0.096, -1.752]","[0.478, -2.672]"
3061,"[477.609, 423.319]","[-0.966, -0.006]","[-3.06, -0.128]"
3062,"[669.717, 334.622]","[-0.036, 0.803]","[2.632, -0.079]"
3063,"[459.277, 450.969]","[-0.062, -0.934]","[-1.411, 1.733]"
3064,"[525.209, 366.391]","[1.625, 0.52]","[1.018, -2.215]"
3065,"[441.972, 437.65]","[-0.579, 0.474]","[0.287, -3.085]"
3066,"[497.556, 490.518]","[-1.984, -2.098]","[2.327, -0.857]"
3067,"[653.58, 408.019]","[-0.913, -0.755]","[-2.576, 1.067]"
3068,"[498.478, 488.727]","[-0.889, -0.574]","[-2.424, 0.664]"
3069,"[525.987, 501.645]","[-0.656, -0.62]","[1.747, -0.989]"
3070,"[380.624, 376.568]","[1.064, -0.489]","[2.369, -0.735]"
3071,"[614.382, 157.62]","[-0.652, 1.53]","[2.201, -0.182]"
3072,"[471.282, 389.405]","[-1.265, -0.077]","[-2.122, 1.064]"
3073,"[443.529, 409.369]","[-1.984, -1.412]","[2.768, -0.443]"
3074,"[549.207, 448.333]","[-0.079, -0.206]","[-3.007, 0.247]"
3075,"[538.242, 333.629]","[-0.524, -1.8]","[-1.106, 1.477]"
3076,"[590.435, 281.508]","[0.218, 1.668]","[2.733, 0.358]"
3077,"[459.542, 413.448]","[0.26, -0.76]","[-3.116, 0.041]"
3078,"[630.988, 414.36]","[-0.967, -1.169]","[-1.398, 1.262]"
3079,"[519.686, 460.394]","[0.959, 0.522]","[0.219, -3.076]"
3080,"[537.046, 528.993]","[-0.362, -0.186]","[-1.113, 1.338]"
3081,"[497.73, 437.17]","[0.841, 0.705]","[-1.195, 1.92]"
3082,"[878.047, 282.071]","[-0.215, 0.43]","[2.637, -1.1]"
3083,"[534.247, 488.14]","[0.987, 0.931]","[2.174, -0.849]"
3084,"[313.772, 287.084]","[0.665, -1.535]","[0.903, -1.981]"
3085,"[464.82, 412.959]","[1.517, 0.025]","[-0.882, 1.032]"
3086,"[362.045, 351.34]","[-0.81, 0.988]","[-1.401, 2.099]"
3087,"[377.5, 362.979]","[0.686, -0.997]","[0.16, -2.892]"
3088,"[454.411, 380.27]","[-0.164, -1.417]","[3.102, -0.416]"
3089,"[573.315, 533.57]","[-1.552, -0.994]","[0.913, -2.33]"
3090,"[479.291, 441.286]","[-0.109, 0.629]","[2.063, -1.148]"
3091,"[544.445, 463.453]","[-0.731, -0.754]","[-1.067, 1.967]"
3092,"[459.929, 420.828]","[-0.97, 0.193]","[1.017, -1.89]"
3093,"[545.153, 464.893]","[-0.28, -0.139]","[1.662, -1.312]"
3094,"[490.141, 430.665]","[0.663, 0.69]","[-2.848, 0.341]"
3095,"[481.06, 338.999]","[-0.583, 1.043]","[1.911, -2.37]"
3096,"[317.244, 303.12]","[-0.483, 0.297]","[-3.097, 0.978]"
3097,"[526.378, 412.646]","[-0.446, -1.425]","[2.09, -0.791]"
3098,"[509.052, 466.877]","[1.293, 1.735]","[-0.083, 2.991]"
3099,"[619.706, 397.888]","[-1.031, -0.764]","[-2.498, 0.519]"
3100,"[351.858, 325.304]","[0.589, -1.271]","[1.221, -1.844]"
3101,"[593.562, 265.332]","[0.952, -0.413]","[-1.696, 2.144]"
3102,"[535.849, 463.845]","[0.449, 0.343]","[0.93, -1.942]"
3103,"[412.904, 286.321]","[0.034, 1.912]","[-2.376, 0.968]"
3104,"[322.177, 232.775]","[-0.75, 1.484]","[-2.088, 1.023]"
3105,"[439.068, 381.511]","[1.025, -0.42]","[1.544, -0.805]"
3106,"[474.201, 444.255]","[-0.76, -0.105]","[0.769, -2.435]"
3107,"[333.866, 305.538]","[-0.893, 1.229]","[0.718, -2.352]"
3108,"[495.219, 479.407]","[0.553, 0.997]","[-1.473, 1.097]"
3109,"[453.426, 439.644]","[-0.53, -1.558]","[0.024, -3.119]"
3110,"[519.319, 478.609]","[-0.06, -0.169]","[-0.004, -3.112]"
3111,"[498.379, 413.837]","[1.184, 0.388]","[-0.152, -3.137]"
3112,"[389.274, 346.361]","[2.338, 0.945]","[0.584, -2.714]"
3113,"[483.505, 447.169]","[0.317, -0.453]","[-0.626, 2.633]"
3114,"[431.357, 424.982]","[-0.569, -0.791]","[-0.056, -2.99]"
3115,"[575.857, 512.268]","[-0.538, -0.292]","[-1.248, 1.08]"
3116,"[309.493, 296.67]","[-1.859, 0.328]","[0.303, -2.868]"
3117,"[675.754, 354.402]","[-0.028, -0.568]","[2.852, -0.684]"
3118,"[408.866, 394.857]","[1.957, 0.879]","[-0.649, 2.661]"
3119,"[532.999, 461.214]","[-0.485, 0.417]","[1.861, -1.798]"
3120,"[474.073, 435.531]","[-0.925, -0.053]","[-2.552, 0.513]"
3121,"[291.326, 267.851]","[-0.245, 2.143]","[-2.552, 0.455]"
3122,"[520.917, 438.709]","[1.677, 1.392]","[2.008, -1.249]"
3123,"[477.931, 407.218]","[-0.543, -1.583]","[-0.721, 2.254]"
3124,"[545.344, 457.861]","[-0.962, -0.783]","[0.985, -2.472]"
3125,"[627.989, 460.96]","[1.294, 1.263]","[1.838, -2.043]"
3126,"[483.709, 446.895]","[0.738, 1.699]","[-1.073, 2.07]"
3127,"[331.048, 267.441]","[-0.974, 1.166]","[-2.849, 0.334]"
3128,"[497.805, 475.796]","[-0.019, -0.666]","[-1.667, 1.355]"
3129,"[330.649, 315.249]","[-1.869, 0.187]","[2.487, -0.637]"
3130,"[516.009, 473.306]","[-0.432, -0.976]","[1.163, -2.364]"
3131,"[363.435, 235.891]","[1.466, -0.847]","[-0.289, 2.804]"
3132,"[566.553, 442.168]","[-0.575, -0.666]","[2.235, -0.988]"
3133,"[503.325, 426.077]","[0.825, 0.033]","[2.639, -0.535]"
3134,"[512.568, 409.191]","[-0.468, 0.761]","[-0.76, 1.356]"
3135,"[459.49, 456.123]","[-0.552, 0.456]","[2.999, -1.117]"
3136,"[523.768, 401.661]","[1.155, 1.926]","[-3.109, -0.123]"
3137,"[478.46, 438.481]","[1.131, 0.607]","[-1.834, 1.343]"
3138,"[1296.693, 266.288]","[-0.008, 0.159]","[-2.463, 1.803]"
3139,"[429.599, 404.998]","[0.731, -0.452]","[0.369, -2.77]"
3140,"[667.048, 397.663]","[-1.243, -0.961]","[0.122, -2.48]"
3141,"[496.919, 467.216]","[1.475, 2.071]","[2.005, -1.103]"
3142,"[512.631, 434.126]","[1.089, 1.743]","[-1.139, 2.02]"
3143,"[630.077, 363.804]","[-1.33, -0.24]","[-1.765, 0.382]"
3144,"[433.613, 338.732]","[-0.681, 0.868]","[2.607, -0.888]"
3145,"[432.115, 268.467]","[-1.37, 0.311]","[1.919, -1.266]"
3146,"[1546.148, 169.885]","[0.035, 0.649]","[0.84, -3.141]"
3147,"[603.289, 426.884]","[1.502, 1.768]","[1.541, -1.139]"
3148,"[354.296, 312.791]","[0.993, -0.627]","[-2.716, 0.343]"
3149,"[445.539, 39.145]","[-0.855, 0.599]","[1.892, -2.863]"
3150,"[508.046, 493.192]","[-0.117, 0.093]","[-2.23, 0.979]"
3151,"[546.504, 381.353]","[-0.362, -2.041]","[-0.054, -0.517]"
3152,"[501.015, 500.158]","[-1.178, -1.423]","[-1.987, 1.165]"
3153,"[344.313, 322.357]","[-0.241, -1.817]","[0.295, -2.937]"
3154,"[505.298, 443.889]","[-0.304, -0.902]","[-1.242, 1.891]"
3155,"[1121.289, 525.539]","[-1.011, -0.715]","[-2.319, 2.592]"
3156,"[541.986, 431.09]","[-0.365, 0.211]","[3.093, -0.09]"
3157,"[375.975, 306.966]","[1.546, -0.146]","[0.544, -2.563]"
3158,"[408.8, 319.871]","[0.991, -0.772]","[0.521, -2.724]"
3159,"[506.943, 506.884]","[-1.196, -1.195]","[-2.448, 0.445]"
3160,"[386.445, 216.713]","[0.69, -1.622]","[-2.506, 0.477]"
3161,"[430.56, 396.295]","[0.627, 0.114]","[-0.829, 2.355]"
3162,"[543.3, 463.146]","[-1.699, -1.194]","[-0.255, -2.842]"
3163,"[582.462, 423.647]","[-1.063, -1.205]","[0.008, 3.019]"
3164,"[212.644, 196.522]","[-2.31, 0.782]","[-2.683, 0.633]"
3165,"[525.206, 480.927]","[-0.517, -0.662]","[0.462, -2.824]"
3166,"[542.697, 436.739]","[-0.432, -0.048]","[-1.295, 1.751]"
3167,"[777.113, 275.715]","[0.031, -0.774]","[0.077, 2.776]"
3168,"[516.67, 309.826]","[1.204, -0.156]","[-1.022, 2.36]"
3169,"[498.547, 410.676]","[1.0, 0.045]","[-0.204, 2.799]"
3170,"[227.961, 110.359]","[1.586, -1.412]","[-0.32, -3.068]"
3171,"[542.971, 455.043]","[0.969, 0.776]","[-2.496, 0.595]"
3172,"[758.732, 324.241]","[-0.12, 0.467]","[-0.365, -2.971]"
3173,"[624.899, 434.992]","[-0.256, 0.566]","[0.447, -1.652]"
3174,"[444.501, 395.599]","[-0.204, 0.992]","[-2.257, 0.894]"
3175,"[388.814, 108.688]","[-0.219, 2.24]","[2.766, -0.305]"
3176,"[374.532, 316.055]","[0.863, -0.574]","[1.663, -1.308]"
3177,"[1066.163, 117.857]","[0.485, -1.222]","[2.837, -0.128]"
3178,"[563.166, 426.612]","[0.09, 0.562]","[-2.366, 0.669]"
3179,"[599.609, 415.589]","[-0.009, 0.542]","[2.425, -0.198]"
3180,"[420.002, 416.052]","[-0.087, 1.358]","[-1.416, 1.732]"
3181,"[442.708, 393.462]","[-0.038, -0.687]","[-3.064, 0.205]"
3182,"[487.456, 481.726]","[1.126, 1.178]","[3.107, -0.243]"
3183,"[306.529, 258.443]","[-2.41, 0.053]","[-0.331, 1.795]"
3184,"[492.022, 481.426]","[-0.477, 0.101]","[1.761, -1.332]"
3185,"[457.025, 454.111]","[-1.436, -0.498]","[2.885, -0.248]"
3186,"[690.331, 335.274]","[-0.492, 0.661]","[1.453, -2.95]"
3187,"[535.671, 451.52]","[-0.535, -0.159]","[-2.273, 0.993]"
3188,"[527.153, 488.147]","[0.571, 0.64]","[-0.416, 2.883]"
3189,"[484.275, 330.712]","[0.257, 1.767]","[-2.242, 0.617]"
3190,"[512.437, 458.824]","[-0.447, -0.011]","[-1.29, 1.861]"
3191,"[407.468, 279.052]","[1.367, -0.484]","[-3.093, -0.211]"
3192,"[493.257, 328.157]","[-0.277, -1.675]","[2.874, -0.306]"
3193,"[382.876, 344.667]","[-2.233, -0.806]","[-1.255, 2.022]"
3194,"[432.427, 395.778]","[-0.654, -0.777]","[2.182, -0.157]"
3195,"[466.161, 393.204]","[1.63, 0.823]","[-1.546, 1.626]"
3196,"[490.653, 435.638]","[-1.272, -0.48]","[2.961, -0.137]"
3197,"[484.379, 442.782]","[0.488, -0.346]","[-1.851, 1.435]"
3198,"[809.517, 141.784]","[0.555, -1.66]","[1.182, 2.302]"
3199,"[426.69, 414.531]","[0.517, -0.49]","[1.356, -1.856]"
3200,"[591.287, 167.239]","[0.269, 2.211]","[-1.314, 1.844]"
3201,"[517.909, 475.876]","[0.669, 0.358]","[-0.612, 2.525]"
3202,"[502.704, 403.897]","[-1.357, -0.512]","[1.68, -1.325]"
3203,"[463.235, 456.304]","[-0.577, -1.368]","[0.091, -3.124]"
3204,"[485.252, 440.934]","[-0.794, -0.228]","[0.46, -2.829]"
3205,"[498.122, 280.155]","[1.119, -0.413]","[2.767, -0.499]"
3206,"[344.279, 341.686]","[-0.063, 1.803]","[-2.145, 1.0]"
3207,"[549.492, 350.88]","[-1.503, -0.245]","[2.148, -1.759]"
3208,"[548.065, 375.69]","[0.692, -0.226]","[2.207, -0.922]"
3209,"[517.582, 504.199]","[-0.347, -0.072]","[2.985, 0.255]"
3210,"[477.182, 475.003]","[1.698, 1.106]","[-1.545, 1.608]"
3211,"[411.033, 340.23]","[1.181, -0.471]","[1.364, -1.805]"
3212,"[740.031, 290.107]","[-0.74, 0.09]","[1.492, -2.048]"
3213,"[496.961, 467.883]","[1.188, 0.727]","[-2.46, 0.663]"
3214,"[330.235, 311.545]","[0.772, -1.246]","[-1.71, 1.442]"
3215,"[493.087, 486.921]","[1.352, 1.435]","[0.396, -2.802]"
3216,"[486.75, 435.023]","[0.708, 1.522]","[0.013, 3.136]"
3217,"[398.016, 276.779]","[-0.079, -2.006]","[1.687, -1.321]"
3218,"[527.085, 521.325]","[-0.834, -1.15]","[1.031, -2.081]"
3219,"[488.832, 457.505]","[-0.438, 0.351]","[-2.797, 0.337]"
3220,"[386.527, 374.648]","[-2.366, -0.851]","[-1.495, 1.68]"
3221,"[497.231, 471.468]","[0.657, 1.175]","[2.833, -0.311]"
3222,"[447.421, 241.066]","[-1.363, -0.13]","[2.81, -0.118]"
3223,"[494.668, 445.903]","[1.027, 0.305]","[-2.413, 0.663]"
3224,"[484.992, 371.092]","[0.252, 1.486]","[-2.997, 0.52]"
3225,"[575.375, 519.689]","[-0.868, -1.288]","[0.835, 3.039]"
3226,"[418.134, 394.291]","[-0.217, -1.53]","[2.237, -0.927]"
3227,"[165.087, 161.454]","[-1.212, 2.39]","[-1.673, 1.405]"
