,Momenta,Eta,Phi
18451,"[178.869, 161.531]","[0.713, -0.264]","[-0.723, 2.404]"
18452,"[203.842, 191.129]","[0.062, -0.702]","[-2.324, 0.775]"
18453,"[245.42, 201.04]","[1.404, 1.449]","[2.545, -0.481]"
18454,"[166.738, 150.412]","[-0.712, 1.071]","[-2.873, 0.401]"
18455,"[146.521, 137.972]","[-1.775, 0.576]","[-2.384, 0.575]"
18456,"[333.202, 331.513]","[-0.61, -1.63]","[-1.472, 1.362]"
18457,"[249.708, 97.617]","[1.925, -0.045]","[-2.281, -0.74]"
18458,"[227.28, 223.643]","[0.051, 0.013]","[-2.83, 0.318]"
18459,"[165.539, 142.565]","[0.43, -1.121]","[2.777, -0.042]"
18460,"[138.828, 131.499]","[-0.551, 1.639]","[2.1, -1.033]"
18461,"[215.9, 212.356]","[0.942, 2.376]","[-3.049, 0.029]"
18462,"[263.353, 158.575]","[1.618, -0.346]","[2.812, -0.666]"
18463,"[473.746, 422.268]","[-1.197, -0.207]","[0.796, -2.142]"
18464,"[116.143, 115.141]","[-0.579, 1.936]","[-2.712, 0.352]"
18465,"[113.771, 96.095]","[-1.288, 1.466]","[1.804, -0.572]"
18466,"[162.696, 154.02]","[0.708, -1.824]","[-0.203, 3.011]"
18467,"[167.341, 157.182]","[-0.615, -1.911]","[-2.323, 1.222]"
18468,"[55.925, 53.085]","[-1.943, 2.311]","[-1.53, 2.585]"
18469,"[186.745, 174.074]","[0.9, -0.047]","[-0.812, 2.2]"
18470,"[233.313, 226.697]","[1.203, 0.901]","[-2.466, 1.071]"
18471,"[235.875, 178.902]","[-0.845, 0.672]","[0.749, -2.466]"
18472,"[379.025, 358.849]","[-0.267, -0.013]","[2.523, -0.72]"
18473,"[82.761, 70.864]","[-2.283, 1.593]","[-1.117, 1.882]"
18474,"[109.448, 104.771]","[1.822, -0.864]","[-3.011, 0.071]"
18475,"[213.099, 209.626]","[0.241, -0.447]","[1.286, -1.895]"
18476,"[313.47, 273.165]","[0.633, -0.622]","[2.139, -0.977]"
18477,"[178.342, 110.757]","[1.892, 0.178]","[-0.873, 2.14]"
18478,"[231.678, 199.453]","[1.116, 1.417]","[-2.499, -0.206]"
18479,"[216.571, 171.078]","[0.33, 0.099]","[-2.297, 0.795]"
18480,"[199.19, 196.807]","[1.137, 1.132]","[2.413, -0.812]"
18481,"[239.386, 224.311]","[1.108, 1.435]","[0.248, -2.983]"
18482,"[304.181, 261.317]","[1.206, 1.994]","[-2.344, 0.596]"
18483,"[202.475, 127.1]","[1.315, -0.122]","[-0.549, 3.066]"
18484,"[221.676, 169.605]","[1.037, 0.509]","[-0.201, 2.644]"
18485,"[163.801, 153.213]","[0.9, -0.198]","[-1.005, 2.168]"
18486,"[710.538, 703.01]","[-0.593, 1.537]","[1.276, -1.857]"
18487,"[222.83, 206.6]","[1.156, 0.285]","[1.34, -1.765]"
18488,"[231.25, 219.464]","[0.46, 0.063]","[-1.786, 1.473]"
18489,"[433.617, 356.706]","[-1.381, -0.602]","[-0.903, 2.391]"
18490,"[210.202, 191.397]","[1.623, 0.686]","[-0.272, 2.911]"
18491,"[117.022, 112.885]","[-0.707, 2.048]","[-2.307, 0.828]"
18492,"[208.115, 188.116]","[0.108, -0.516]","[2.218, -0.806]"
18493,"[253.491, 224.996]","[0.143, -0.501]","[-1.177, 1.985]"
18494,"[252.639, 232.251]","[-1.107, -0.224]","[1.029, -2.23]"
18495,"[134.834, 120.48]","[-1.13, 1.398]","[-0.625, 2.61]"
18496,"[178.724, 170.405]","[-0.346, 1.171]","[0.33, -2.759]"
18497,"[167.893, 126.339]","[0.295, -1.252]","[-2.045, 1.198]"
18498,"[160.988, 160.591]","[0.132, -2.038]","[0.925, -2.273]"
18499,"[80.406, 72.515]","[-1.688, 1.764]","[3.04, 0.041]"
18500,"[272.158, 259.52]","[-1.971, -1.64]","[2.253, -0.637]"
18501,"[236.766, 190.673]","[0.149, 0.91]","[-2.644, 0.415]"
18502,"[349.572, 113.317]","[-0.0, -1.222]","[1.449, -0.966]"
18503,"[124.16, 104.494]","[2.006, -0.364]","[1.049, -2.241]"
18504,"[145.972, 145.916]","[-0.774, 1.317]","[0.388, -2.474]"
18505,"[212.935, 173.705]","[-1.477, 0.486]","[-1.279, 1.426]"
18506,"[197.3, 196.921]","[-0.506, -1.528]","[2.765, -0.336]"
18507,"[208.469, 166.319]","[0.029, -1.121]","[-2.875, -0.238]"
18508,"[116.068, 111.861]","[0.489, -2.334]","[2.772, -0.395]"
18509,"[217.538, 204.367]","[-0.18, 1.091]","[0.775, -2.812]"
18510,"[223.152, 213.898]","[0.726, 0.588]","[-2.976, 0.194]"
18511,"[259.32, 211.984]","[-0.586, -0.057]","[-1.226, 2.053]"
18512,"[162.823, 140.115]","[2.154, 0.331]","[-2.193, 0.894]"
18513,"[210.199, 202.853]","[0.01, -0.41]","[-0.797, 2.325]"
18514,"[305.024, 216.227]","[1.785, 1.406]","[-0.458, 2.782]"
18515,"[388.038, 222.913]","[0.123, 0.995]","[-2.612, 0.511]"
18516,"[500.724, 493.985]","[-1.162, -0.816]","[0.162, -2.867]"
18517,"[211.675, 192.852]","[-0.475, -0.369]","[1.068, -1.922]"
18518,"[201.778, 175.362]","[0.329, 0.063]","[-2.982, -0.11]"
18519,"[209.068, 157.276]","[-1.34, -0.352]","[-2.967, 0.032]"
18520,"[189.587, 180.719]","[-1.196, -0.527]","[-0.388, 2.637]"
18521,"[307.374, 287.126]","[-0.123, -1.551]","[-0.068, -2.14]"
18522,"[196.187, 184.277]","[0.857, 0.332]","[2.518, -0.638]"
18523,"[171.71, 153.353]","[-0.624, 1.047]","[1.06, -2.386]"
18524,"[324.028, 284.242]","[1.776, 1.256]","[1.338, -1.749]"
18525,"[199.34, 143.391]","[0.577, 1.848]","[-1.216, 2.133]"
18526,"[118.843, 109.877]","[-0.599, 1.714]","[-0.803, 2.384]"
18527,"[184.393, 173.516]","[2.27, 0.896]","[1.451, -1.812]"
18528,"[383.244, 236.158]","[-1.801, -1.394]","[1.136, -1.945]"
18529,"[237.322, 236.12]","[-1.543, -0.497]","[-1.046, 2.07]"
18530,"[240.696, 206.985]","[0.043, 1.474]","[-0.881, 2.055]"
18531,"[164.372, 160.641]","[-0.276, -1.547]","[2.84, -0.325]"
18532,"[276.094, 230.386]","[-1.404, -0.803]","[1.412, -1.663]"
18533,"[68.516, 67.71]","[1.708, -1.807]","[0.619, -2.624]"
18534,"[150.443, 106.325]","[0.143, -2.108]","[-0.875, 2.188]"
18535,"[210.679, 182.364]","[0.423, 1.818]","[1.826, -1.151]"
18536,"[599.712, 596.326]","[0.543, 1.624]","[-2.119, 1.06]"
18537,"[190.005, 90.402]","[2.152, 0.317]","[-0.695, 2.566]"
18538,"[85.556, 49.94]","[-2.023, 1.434]","[3.003, -1.337]"
18539,"[285.404, 255.328]","[1.738, 1.166]","[-1.043, 2.016]"
18540,"[322.239, 159.171]","[-0.829, -1.437]","[1.316, -0.849]"
18541,"[459.122, 116.138]","[1.751, 1.523]","[-2.651, 1.094]"
18542,"[177.272, 176.572]","[0.93, -0.462]","[-1.786, 1.283]"
18543,"[225.777, 146.53]","[2.306, 0.484]","[-2.194, 0.848]"
18544,"[243.46, 194.483]","[-1.141, 0.614]","[1.298, -2.648]"
18545,"[149.229, 134.874]","[0.726, -1.566]","[-1.907, 0.713]"
18546,"[221.389, 209.5]","[-0.044, 1.059]","[-0.752, 2.375]"
18547,"[245.175, 170.801]","[-1.103, 0.104]","[-1.935, 1.592]"
18548,"[136.956, 132.766]","[0.949, -1.138]","[-2.97, 0.129]"
18549,"[199.309, 193.437]","[-0.848, -1.29]","[-1.202, 1.96]"
18550,"[188.401, 167.563]","[-1.125, 0.326]","[-0.891, 2.201]"
18551,"[205.74, 190.108]","[-0.518, -0.057]","[0.061, 2.869]"
18552,"[141.242, 103.971]","[1.487, -0.475]","[-0.417, 2.729]"
18553,"[343.746, 340.569]","[0.093, -0.293]","[-0.212, 2.941]"
18554,"[228.784, 224.562]","[-0.424, 0.554]","[-1.733, 1.497]"
18555,"[535.007, 504.852]","[-0.462, 1.08]","[-3.049, 0.417]"
18556,"[238.396, 234.52]","[-1.128, -1.651]","[3.083, -0.022]"
18557,"[224.224, 203.421]","[-0.676, 1.171]","[2.409, -0.83]"
18558,"[384.298, 208.652]","[0.348, -0.303]","[0.777, -2.6]"
18559,"[164.25, 139.299]","[1.011, -1.466]","[1.316, -1.991]"
18560,"[405.096, 391.471]","[-1.454, -1.285]","[1.568, -1.576]"
18561,"[169.936, 169.24]","[-0.853, 0.494]","[2.258, -0.869]"
18562,"[165.486, 162.517]","[-0.487, -2.331]","[-2.76, 0.524]"
18563,"[174.132, 171.149]","[1.718, 0.832]","[-0.096, 3.079]"
18564,"[145.481, 132.988]","[-1.656, -0.008]","[-0.395, 2.702]"
18565,"[204.6, 202.278]","[-0.925, -1.134]","[1.179, -1.952]"
18566,"[310.289, 229.956]","[0.837, 0.145]","[1.69, -1.86]"
18567,"[273.146, 270.485]","[-1.826, -1.121]","[0.206, -2.932]"
18568,"[292.137, 245.036]","[-1.037, -1.394]","[-2.434, 1.39]"
18569,"[300.565, 290.31]","[-1.257, -1.523]","[1.918, -1.247]"
18570,"[87.105, 60.743]","[2.18, -1.121]","[1.467, -1.758]"
18571,"[169.977, 143.927]","[-1.025, 2.043]","[-1.28, 1.919]"
18572,"[242.212, 212.189]","[-1.265, -1.102]","[1.888, -1.204]"
18573,"[180.716, 179.95]","[0.471, -0.269]","[2.209, -1.075]"
18574,"[137.972, 95.578]","[1.023, -1.291]","[-2.384, 0.565]"
18575,"[150.648, 148.742]","[-2.397, -0.548]","[0.49, -2.825]"
18576,"[164.466, 163.309]","[-0.129, 0.956]","[-1.063, 2.124]"
18577,"[211.932, 210.217]","[-0.185, -0.223]","[2.075, -1.075]"
18578,"[200.999, 189.069]","[-0.339, -0.259]","[-2.938, 0.292]"
18579,"[147.771, 145.988]","[-2.417, -0.825]","[1.886, -1.232]"
18580,"[140.892, 106.713]","[1.101, -1.479]","[-0.214, -3.05]"
18581,"[262.188, 248.988]","[0.635, 0.426]","[-1.253, 1.898]"
18582,"[171.143, 165.904]","[-1.973, -0.628]","[0.148, 3.135]"
18583,"[166.101, 162.944]","[2.314, 0.493]","[0.43, -2.706]"
18584,"[183.165, 180.138]","[1.427, 0.706]","[-1.643, 1.473]"
18585,"[146.866, 137.875]","[1.158, -1.014]","[-2.87, 0.271]"
18586,"[803.742, 556.904]","[-0.296, 0.348]","[1.436, -1.535]"
18587,"[388.486, 294.24]","[0.664, 1.768]","[1.869, -1.357]"
18588,"[227.202, 208.632]","[1.1, 1.084]","[0.765, -2.383]"
18589,"[293.465, 218.191]","[-1.219, -1.398]","[1.642, -1.231]"
18590,"[148.491, 144.73]","[0.717, -0.985]","[-0.74, 2.59]"
18591,"[179.266, 157.174]","[-1.282, -0.029]","[2.424, -0.533]"
18592,"[209.089, 206.013]","[-0.193, -0.517]","[1.431, -1.694]"
18593,"[206.039, 201.839]","[0.675, 0.258]","[0.213, -2.872]"
18594,"[255.249, 227.229]","[-0.831, -0.345]","[0.229, -2.95]"
18595,"[115.286, 101.844]","[-0.594, 1.771]","[-3.137, -0.116]"
18596,"[291.434, 231.597]","[1.499, 1.507]","[0.712, -2.292]"
18597,"[252.404, 244.393]","[-1.754, -0.639]","[-2.229, 0.921]"
18598,"[250.392, 220.023]","[0.018, -2.266]","[1.422, -1.828]"
18599,"[171.32, 164.841]","[1.438, 0.131]","[-2.318, 0.674]"
18600,"[134.54, 128.059]","[0.76, -1.045]","[-2.495, 0.517]"
18601,"[138.227, 109.359]","[-1.778, 0.589]","[-2.594, 0.63]"
18602,"[225.543, 221.623]","[0.587, -1.293]","[0.385, -2.755]"
18603,"[219.131, 180.692]","[0.103, -0.604]","[-1.639, 1.251]"
18604,"[226.401, 47.382]","[-1.416, -2.143]","[-1.895, 1.454]"
18605,"[237.139, 235.339]","[-0.942, -0.6]","[0.561, -2.59]"
18606,"[226.448, 206.05]","[1.968, 1.136]","[-2.517, 0.65]"
18607,"[161.309, 153.331]","[-0.252, 1.137]","[-0.734, 2.402]"
18608,"[180.939, 173.727]","[-1.395, -0.076]","[0.371, -2.84]"
18609,"[79.567, 75.742]","[0.79, -2.356]","[1.808, -1.323]"
18610,"[509.642, 501.318]","[1.43, 1.222]","[-0.167, 2.969]"
18611,"[175.376, 173.628]","[0.717, 1.72]","[0.862, -2.277]"
18612,"[497.762, 450.04]","[-0.267, -0.714]","[-2.229, 0.821]"
18613,"[209.508, 209.473]","[-0.016, 0.012]","[-0.511, 2.728]"
18614,"[223.819, 181.213]","[1.256, -0.166]","[1.984, -1.366]"
18615,"[285.607, 276.951]","[1.241, 2.206]","[1.53, -1.571]"
18616,"[387.428, 361.416]","[0.953, 0.993]","[0.094, -3.109]"
18617,"[196.089, 154.462]","[-1.849, -0.584]","[-0.691, 2.774]"
18618,"[574.873, 503.509]","[-1.884, -1.856]","[-2.967, 0.335]"
18619,"[231.17, 217.492]","[0.742, 1.561]","[-1.885, 1.439]"
18620,"[274.799, 224.26]","[0.991, 1.353]","[-2.18, 0.925]"
18621,"[177.156, 173.822]","[1.868, 0.574]","[-0.796, 2.356]"
18622,"[302.759, 175.397]","[1.262, 0.946]","[-2.012, 0.81]"
18623,"[222.005, 219.487]","[1.872, 2.175]","[-2.169, 0.901]"
18624,"[188.515, 187.578]","[1.383, 2.272]","[-1.917, 1.279]"
18625,"[201.064, 200.182]","[-1.149, -1.0]","[-2.807, 0.241]"
18626,"[185.059, 182.752]","[-1.595, -0.897]","[0.636, -2.496]"
18627,"[171.301, 163.902]","[-0.085, -2.126]","[3.001, -0.274]"
18628,"[160.007, 149.342]","[0.912, -0.756]","[-0.948, 2.141]"
18629,"[374.641, 251.186]","[0.237, -0.35]","[-2.053, -0.129]"
18630,"[136.689, 110.562]","[-0.113, -2.25]","[1.328, -2.278]"
18631,"[176.508, 128.129]","[-0.298, -1.746]","[-0.65, 2.489]"
18632,"[190.778, 183.708]","[1.416, 1.416]","[-0.638, 2.479]"
18633,"[174.601, 139.666]","[0.385, 2.327]","[2.716, -0.601]"
18634,"[310.264, 303.947]","[-1.445, -1.658]","[-1.245, 1.926]"
18635,"[226.335, 173.857]","[1.191, 0.482]","[0.788, -3.138]"
18636,"[280.803, 149.408]","[0.243, -1.266]","[-3.082, -1.253]"
18637,"[158.947, 154.828]","[0.719, -0.74]","[-2.92, 0.26]"
18638,"[230.467, 204.39]","[1.04, 1.51]","[-1.248, 2.153]"
18639,"[222.032, 204.802]","[1.356, 0.227]","[0.215, -2.739]"
18640,"[311.923, 303.323]","[0.377, -1.596]","[-1.804, 1.343]"
18641,"[254.058, 245.792]","[0.967, -0.087]","[0.849, -2.348]"
18642,"[214.466, 204.904]","[0.6, 0.606]","[2.517, -0.574]"
18643,"[222.595, 150.813]","[0.427, -0.927]","[-0.308, 2.881]"
18644,"[298.765, 254.098]","[-0.461, -0.702]","[-1.035, 1.469]"
18645,"[173.156, 159.927]","[-0.255, 1.058]","[1.318, -2.117]"
18646,"[210.604, 201.183]","[1.421, 1.492]","[-1.059, 1.672]"
18647,"[365.151, 162.751]","[0.209, 1.259]","[2.121, -1.983]"
18648,"[212.661, 211.419]","[0.246, 0.256]","[0.869, -2.277]"
18649,"[214.972, 181.299]","[-0.438, -0.735]","[-1.538, 1.856]"
18650,"[143.252, 141.814]","[0.621, -1.886]","[-0.978, 2.147]"
18651,"[207.924, 182.627]","[-0.853, -2.031]","[-0.464, 2.589]"
18652,"[190.512, 171.179]","[0.579, -0.73]","[-1.574, 1.177]"
18653,"[227.672, 226.357]","[0.031, -0.303]","[-2.529, 0.806]"
18654,"[189.35, 188.727]","[-0.286, -1.59]","[1.721, -1.428]"
18655,"[194.563, 179.594]","[0.451, -0.329]","[1.477, -1.238]"
18656,"[264.534, 228.428]","[0.788, -0.954]","[-1.636, 1.393]"
18657,"[300.864, 200.645]","[-1.415, -1.566]","[-2.366, 0.734]"
18658,"[139.85, 118.686]","[2.229, -0.282]","[-1.351, 1.789]"
18659,"[144.371, 143.686]","[-0.284, -2.117]","[2.129, -1.006]"
18660,"[220.834, 216.245]","[1.047, 1.222]","[2.92, -0.194]"
18661,"[167.989, 163.255]","[-0.471, -1.905]","[1.859, -1.295]"
18662,"[160.406, 143.139]","[-0.747, 1.425]","[2.352, -0.684]"
18663,"[304.61, 245.758]","[0.682, 1.348]","[0.79, -1.965]"
18664,"[343.923, 322.308]","[-1.525, -1.217]","[0.454, -2.493]"
18665,"[169.19, 150.764]","[1.248, -0.07]","[0.342, -2.792]"
18666,"[115.736, 111.858]","[0.497, -2.175]","[2.96, -0.123]"
18667,"[352.743, 343.21]","[-1.535, -1.075]","[0.859, -2.323]"
18668,"[86.495, 86.084]","[-1.247, 1.66]","[-2.413, 0.574]"
18669,"[409.368, 279.283]","[0.673, 1.233]","[2.337, -0.718]"
18670,"[243.108, 86.801]","[-0.863, 0.825]","[-0.207, -2.385]"
18671,"[267.59, 256.032]","[-0.51, 0.45]","[0.103, -2.968]"
18672,"[228.404, 216.436]","[1.769, 1.69]","[1.944, -0.94]"
18673,"[199.095, 184.182]","[0.705, 1.074]","[-1.518, 1.648]"
18674,"[216.388, 208.174]","[-0.366, -0.449]","[-2.694, 0.594]"
18675,"[223.941, 175.421]","[-0.336, 0.475]","[-2.205, 1.132]"
18676,"[69.549, 45.471]","[-2.389, 1.533]","[-0.451, 2.361]"
18677,"[312.308, 307.228]","[-0.529, -0.362]","[1.489, -1.728]"
18678,"[168.875, 161.401]","[0.531, 1.61]","[-2.062, 0.94]"
18679,"[278.532, 233.229]","[2.483, 1.656]","[0.837, -2.458]"
18680,"[266.364, 264.907]","[1.781, 0.488]","[-1.969, 1.256]"
18681,"[268.836, 256.019]","[1.898, 1.437]","[-1.705, 1.511]"
18682,"[209.841, 203.79]","[0.97, 0.408]","[-2.691, 0.42]"
18683,"[257.079, 255.305]","[2.418, 1.192]","[-0.446, 2.682]"
18684,"[120.587, 117.554]","[1.805, -1.301]","[-1.111, 2.0]"
18685,"[194.171, 190.507]","[-1.013, -1.934]","[1.635, -1.314]"
18686,"[202.523, 195.308]","[0.421, 0.956]","[-0.778, 2.292]"
18687,"[187.855, 141.963]","[-2.36, -1.06]","[-0.582, 2.888]"
18688,"[453.078, 121.89]","[-0.973, 1.017]","[-2.767, -0.453]"
18689,"[140.957, 70.601]","[-1.853, 0.833]","[-1.825, 0.269]"
18690,"[436.657, 432.406]","[-0.956, -0.847]","[2.826, -0.354]"
18691,"[255.157, 163.055]","[1.297, 1.16]","[-2.501, 1.202]"
18692,"[172.248, 125.664]","[-1.18, 0.534]","[-2.803, 0.114]"
18693,"[167.373, 135.131]","[0.538, -0.662]","[-1.268, 2.654]"
18694,"[182.789, 135.938]","[0.182, 1.539]","[-0.523, 1.949]"
18695,"[247.561, 151.517]","[-0.35, 0.511]","[-2.761, 0.31]"
18696,"[204.884, 203.242]","[-2.403, -0.664]","[-2.49, 0.588]"
18697,"[174.697, 166.393]","[-2.101, -0.053]","[-2.202, 0.942]"
18698,"[188.278, 175.552]","[0.312, 1.012]","[-0.413, 2.554]"
18699,"[77.113, 72.943]","[1.108, -2.197]","[-1.662, 1.696]"
18700,"[356.06, 130.235]","[0.774, 1.493]","[0.075, -2.821]"
18701,"[213.988, 153.164]","[-1.082, 1.608]","[-1.548, -0.053]"
18702,"[226.969, 225.341]","[-0.294, -1.919]","[0.951, -2.052]"
18703,"[158.657, 145.341]","[2.28, 0.92]","[-2.008, 1.078]"
18704,"[199.518, 183.496]","[0.677, 1.209]","[0.382, -2.482]"
18705,"[126.892, 118.765]","[-1.525, 0.489]","[0.073, 3.081]"
18706,"[342.203, 321.134]","[-1.183, -0.029]","[-2.566, 0.662]"
18707,"[135.143, 127.028]","[-0.999, 0.973]","[1.167, -1.856]"
18708,"[195.147, 181.94]","[-2.248, -1.442]","[-0.718, 2.275]"
18709,"[178.042, 176.7]","[0.426, 2.025]","[0.642, -2.507]"
18710,"[280.024, 109.912]","[-1.298, -0.34]","[2.98, 0.097]"
18711,"[342.883, 342.39]","[-1.563, -0.797]","[1.196, -1.937]"
18712,"[129.978, 114.101]","[-2.241, -0.163]","[1.797, -1.393]"
18713,"[307.402, 167.069]","[0.224, -2.103]","[-3.042, 0.264]"
18714,"[258.808, 227.021]","[1.232, 1.07]","[2.715, -0.544]"
18715,"[238.946, 228.648]","[0.5, -0.173]","[0.824, -1.974]"
18716,"[300.955, 260.009]","[-1.062, -1.353]","[0.793, -2.114]"
18717,"[208.041, 177.084]","[0.213, -0.484]","[-2.594, 0.733]"
18718,"[222.831, 195.899]","[-1.322, -1.0]","[0.636, -2.583]"
18719,"[252.948, 213.353]","[-2.107, -1.63]","[-2.175, 0.962]"
18720,"[339.862, 330.331]","[1.686, 1.17]","[1.896, -1.208]"
18721,"[217.012, 168.29]","[-0.776, -1.785]","[2.784, -0.352]"
18722,"[362.031, 147.094]","[0.925, -0.128]","[-2.813, -1.157]"
18723,"[249.12, 239.974]","[0.163, 0.37]","[-0.997, 2.188]"
18724,"[167.729, 148.137]","[-1.208, 0.341]","[1.64, -1.292]"
18725,"[211.585, 180.672]","[1.541, 0.176]","[0.012, -3.071]"
18726,"[245.342, 202.115]","[0.136, -0.253]","[0.657, -2.179]"
18727,"[230.242, 212.099]","[1.523, 0.883]","[-2.972, 0.255]"
18728,"[275.693, 269.251]","[0.384, 0.633]","[-2.509, 0.692]"
18729,"[133.629, 133.629]","[-0.188, 1.77]","[0.407, -2.689]"
18730,"[130.117, 120.954]","[-0.621, 1.567]","[2.904, -0.334]"
18731,"[919.93, 336.74]","[0.054, 0.523]","[1.537, -2.98]"
18732,"[249.8, 244.398]","[0.932, 2.278]","[-2.659, 0.447]"
18733,"[185.378, 162.05]","[-2.002, -1.037]","[-0.374, 2.736]"
18734,"[219.09, 208.112]","[0.213, 1.296]","[0.31, -3.138]"
18735,"[112.784, 112.564]","[-1.127, 1.262]","[1.744, -1.325]"
18736,"[197.656, 184.029]","[-1.593, -0.902]","[-0.546, 2.498]"
18737,"[264.836, 221.686]","[-0.954, -1.455]","[-0.041, 3.126]"
18738,"[239.519, 214.323]","[1.095, 0.103]","[1.834, -1.398]"
18739,"[66.219, 64.96]","[-2.073, 1.538]","[2.534, -1.081]"
18740,"[144.49, 141.214]","[1.429, -1.086]","[-1.897, 1.238]"
18741,"[160.625, 156.961]","[-2.107, -0.9]","[-1.841, 1.308]"
18742,"[427.803, 399.694]","[1.538, 1.118]","[-3.026, 0.45]"
18743,"[224.911, 181.481]","[-0.012, 1.579]","[0.802, -2.463]"
18744,"[251.027, 241.979]","[1.001, 0.491]","[-2.652, 0.495]"
18745,"[221.862, 82.518]","[-1.772, 0.265]","[1.89, -0.299]"
18746,"[313.169, 292.099]","[1.007, 0.566]","[2.37, -1.825]"
18747,"[190.687, 146.62]","[0.653, -0.359]","[3.087, 0.093]"
18748,"[220.264, 219.899]","[1.083, 1.504]","[0.897, -2.245]"
18749,"[230.184, 216.599]","[1.746, 0.15]","[1.706, -1.033]"
18750,"[231.04, 171.532]","[-1.272, -1.334]","[-0.843, 2.036]"
18751,"[242.795, 201.629]","[1.279, 1.02]","[2.196, -1.81]"
18752,"[271.357, 199.091]","[1.81, 2.193]","[2.485, -0.495]"
18753,"[222.232, 212.171]","[1.305, 1.443]","[-2.256, 0.949]"
18754,"[251.992, 207.823]","[-1.555, -1.66]","[-2.78, 0.312]"
18755,"[272.274, 261.04]","[0.738, 0.849]","[0.114, 2.789]"
18756,"[292.538, 153.34]","[-0.586, 0.539]","[-1.166, 2.871]"
18757,"[218.613, 157.553]","[2.111, 1.199]","[-0.447, -2.934]"
18758,"[219.078, 196.228]","[-1.84, -2.299]","[1.797, -1.165]"
18759,"[239.429, 230.633]","[-1.175, 0.963]","[1.341, -1.702]"
18760,"[203.109, 192.639]","[0.338, 0.192]","[0.13, -3.0]"
18761,"[271.536, 251.311]","[-0.389, -0.385]","[0.755, -2.394]"
18762,"[145.017, 144.38]","[-0.103, -1.978]","[1.873, -1.238]"
18763,"[213.303, 200.343]","[1.263, 0.826]","[-2.382, 0.687]"
18764,"[360.503, 249.849]","[-0.191, -1.448]","[-2.702, 1.156]"
18765,"[142.287, 140.332]","[1.932, 0.145]","[-1.538, 1.712]"
18766,"[203.588, 156.121]","[-1.308, -0.402]","[-1.978, 1.281]"
18767,"[258.945, 207.239]","[-2.492, -2.15]","[-3.109, 0.129]"
18768,"[160.514, 127.011]","[1.19, -1.107]","[-2.66, 1.66]"
18769,"[222.489, 202.259]","[2.234, 2.039]","[-1.911, 1.29]"
18770,"[198.962, 172.839]","[-1.116, -0.168]","[3.133, -0.013]"
18771,"[185.18, 96.58]","[-2.413, -0.501]","[0.613, -2.407]"
18772,"[192.327, 190.065]","[0.921, 0.007]","[-2.518, 0.664]"
18773,"[182.825, 179.845]","[0.429, 2.44]","[1.346, -1.783]"
18774,"[113.331, 101.468]","[-1.566, 1.159]","[1.522, -1.496]"
18775,"[191.005, 187.496]","[0.231, -1.362]","[-0.919, 2.621]"
18776,"[189.743, 186.773]","[-1.242, -0.176]","[-2.469, 0.699]"
18777,"[169.674, 156.296]","[0.857, -0.358]","[-1.486, 1.9]"
18778,"[225.926, 187.617]","[-0.832, -0.056]","[1.662, -1.596]"
18779,"[121.747, 72.038]","[-0.006, -2.162]","[-2.233, 1.842]"
18780,"[209.332, 188.094]","[0.474, -1.281]","[1.181, -0.136]"
18781,"[159.465, 158.307]","[0.574, -1.083]","[0.997, -2.099]"
18782,"[155.477, 151.799]","[-0.182, -2.312]","[0.462, -2.681]"
18783,"[272.186, 225.41]","[1.451, 0.772]","[2.51, -0.871]"
18784,"[402.587, 393.699]","[-1.414, -1.533]","[-1.143, 1.994]"
18785,"[207.32, 205.705]","[0.648, 1.919]","[-1.005, 2.072]"
18786,"[233.067, 224.06]","[0.923, 2.46]","[0.253, -2.81]"
18787,"[191.291, 184.788]","[-1.593, 0.317]","[2.597, 0.061]"
18788,"[279.816, 262.55]","[-0.644, 0.023]","[-0.551, 3.064]"
18789,"[225.035, 190.189]","[0.22, 2.052]","[-2.945, 0.413]"
18790,"[251.509, 247.013]","[-1.337, -1.383]","[-2.215, 0.932]"
18791,"[249.694, 217.058]","[-2.149, -1.168]","[-0.214, 2.862]"
18792,"[184.545, 159.499]","[-0.077, -1.119]","[1.827, -1.412]"
18793,"[193.999, 170.9]","[-0.362, 1.125]","[0.199, 2.979]"
18794,"[78.27, 65.158]","[1.908, -1.494]","[2.829, -0.543]"
18795,"[179.502, 169.262]","[-1.374, -0.285]","[2.505, -0.627]"
18796,"[138.977, 93.89]","[-1.624, 1.274]","[-2.333, 0.316]"
18797,"[139.835, 108.059]","[-0.778, 1.307]","[-1.776, 1.456]"
18798,"[226.236, 178.495]","[-0.978, -0.78]","[-1.797, 0.886]"
18799,"[201.901, 150.493]","[2.474, 1.435]","[-2.919, -0.022]"
18800,"[163.318, 142.628]","[-1.751, -0.42]","[2.505, -0.542]"
18801,"[210.022, 209.408]","[-0.324, 0.868]","[-1.25, 1.89]"
18802,"[223.528, 127.042]","[0.564, -0.104]","[-0.01, -3.036]"
18803,"[264.369, 239.655]","[-0.489, -0.451]","[-0.174, 2.511]"
18804,"[153.788, 139.5]","[-1.283, 0.518]","[1.62, -1.44]"
18805,"[135.409, 116.567]","[2.392, 0.41]","[0.379, -2.581]"
18806,"[240.894, 225.117]","[1.417, 0.781]","[1.121, -2.087]"
18807,"[121.943, 102.413]","[-1.644, 1.069]","[-1.193, 2.039]"
18808,"[217.961, 171.63]","[1.467, 0.036]","[-2.878, 0.409]"
